scaffold	length	coverage	breadth	nucl_diversity	coverage_median	coverage_std	coverage_SEM	breadth_minCov	breadth_expected	nucl_diversity_median	nucl_diversity_rarefied	nucl_diversity_rarefied_median	breadth_rarefied	conANI_reference	popANI_reference	SNS_count	SNV_count	divergent_site_count	consensus_divergent_sites	population_divergent_sites
TOBG_CPC-1232.fna_MHASMcontig_102524	8790	0.4998862343572241	0.4155858930602958		0	0.6565933980452302	0.0070036878145278	0.0	0.3568643063782029				0.0	0.0	0.0	0	0	0	0	0
TOBG_CPC-1232.fna_MHASMcontig_104704	7026	0.1152860802732707	0.1152860802732707		0	0.3193668736241999	0.0038103660815242	0.0	0.0967876646736695				0.0	0.0	0.0	0	0	0	0	0
TOBG_CPC-1232.fna_MHASMcontig_106207	7731	48.98214978657354	0.9640408744017592	0.0225132586831611	53	17.03610543693089	0.1937673377322077	0.9245893157418188	1.0	0.0	0.0208894334219906	0.0	0.6548958737550122	0.9893676552881924	0.9966424174594292	20	486	506	76	24
TOBG_CPC-1232.fna_MHASMcontig_107016	17856	0.0174731182795698	0.0174731182795698		0	0.1310259837481026	0.0009805675157168	0.0	0.0153103498441864				0.0	0.0	0.0	0	0	0	0	0
TOBG_CPC-1232.fna_MHASMcontig_107577	7037	0.0858320306948983	0.085121500639477		0	0.2826410326059029	0.0033695530300899	0.0	0.0729888478330575				0.0	0.0	0.0	0	0	0	0	0
TOBG_CPC-1232.fna_MHASMcontig_111951	7289	0.0237343942927699	0.0237343942927699		0	0.1522204743795172	0.0017830720362434	0.0	0.0207393885195454				0.0	0.0	0.0	0	0	0	0	0
TOBG_CPC-1232.fna_MHASMcontig_113220	5542	0.0534103211836882	0.0389750992421508		0	0.2818299179608478	0.0037861081825739	0.0	0.0460664972744054				0.0	0.0	0.0	0	0	0	0	0
TOBG_CPC-1232.fna_MHASMcontig_119912	16601	0.0185530992108909	0.0185530992108909		0	0.1349402894637541	0.0010473397660625	0.0	0.0162489251076241				0.0	0.0	0.0	0	0	0	0	0
TOBG_CPC-1232.fna_MHASMcontig_120014	6790	0.2025036818851252	0.1131075110456553	0.028235293486539	0	0.6861299375654417	0.0083272856938257	0.0050073637702503	0.163735853511466	0.0			0.0	0.9705882352941176	0.9705882352941176	1	0	1	1	1
TOBG_CPC-1232.fna_MHASMcontig_121109	13849	0.0116975954942595	0.0116975954942595		0	0.1075209828541024	0.0009136917387372	0.0	0.0102758161296292				0.0	0.0	0.0	0	0	0	0	0
TOBG_CPC-1232.fna_MHASMcontig_122094	5811	0.2051282051282051	0.1934262605403545		0	0.4318037908179911	0.005664980046462	0.0	0.1656716133390227				0.0	0.0	0.0	0	0	0	0	0
TOBG_CPC-1232.fna_MHASMcontig_124699	10521	0.1906662864746697	0.1362988309096093		0	0.5291182369484171	0.0051587544981871	0.0	0.1549490274983516				0.0	0.0	0.0	0	0	0	0	0
TOBG_CPC-1232.fna_MHASMcontig_32251	5563	8.38468452273953	0.6755347833902571	0.0383673358138924	8	7.806816979885067	0.1046787446543963	0.586554017616394	0.999390990343208	0.0			0.0	0.9619981612013484	0.9800796812749004	59	237	296	124	65
TOBG_CPC-1232.fna_MHASMcontig_41482	6543	0.5440929237352896	0.3246217331499312	0.0	0	1.0286310300792667	0.0127175762850904	0.0166590249121198	0.3814851338699534	0.0			0.0	1.0	1.0	0	0	0	0	0
TOBG_CPC-1232.fna_MHASMcontig_56668	6426	0.1304077186430127	0.0669156551509492		0	0.569851315341288	0.0071092696828529	0.0	0.1087675648565503				0.0	0.0	0.0	0	0	0	0	0
TOBG_CPC-1232.fna_MHASMcontig_71332	18308	0.0279659165392178	0.0279659165392178		0	0.164875177183648	0.00121855934475	0.0	0.0243915041101693				0.0	0.0	0.0	0	0	0	0	0
TOBG_CPC-1232.fna_MHASMcontig_72282	8263	0.7329057243132034	0.1937552946871596	0.0070041796948649	0	1.9883334828839951	0.0218749279188426	0.0611158174996974	0.476467283314797	0.0			0.0	0.9603960396039604	0.9603960396039604	19	3	22	20	20
TOBG_CPC-1232.fna_MHASMcontig_76239	9099	1.6869985712715685	0.3466314979668095	0.0108054337678131	0	3.04359957925365	0.0319090995669917	0.1780415430267062	0.7745416276049806	0.0			0.0	0.9512345679012346	0.9567901234567902	70	23	93	79	70
TOBG_CPC-1232.fna_MHASMcontig_80854	16309	0.0416334539211478	0.0416334539211478		0	0.1997501174861819	0.0015641798683396	0.0	0.0360948099822987				0.0	0.0	0.0	0	0	0	0	0
TOBG_CPC-1232.fna_MHASMcontig_83296	12094	1.5228212336695883	0.4672564908218951	0.0040932975703482	0	2.4885582615030843	0.0226298036807194	0.1034397221762857	0.7393693868331734	0.0			0.0	0.9480415667466028	0.9512390087929656	61	4	65	65	61
TOBG_CPC-1232.fna_MHASMcontig_85530	10783	0.0383010293981266	0.0162292497449689		0	0.311035651889938	0.0029954391960511	0.0	0.0332543121437762				0.0	0.0	0.0	0	0	0	0	0
TOBG_CPC-1232.fna_MHASMcontig_86003	12825	0.0267446393762183	0.0267446393762183		0	0.1613361820573871	0.0014246888345094	0.0	0.0233388523927715				0.0	0.0	0.0	0	0	0	0	0
TOBG_CPC-1232.fna_MHASMcontig_91619	5851	0.0475132455990429	0.0475132455990429		0	0.2127339584826267	0.0027813707833506	0.0	0.0410862982197577				0.0	0.0	0.0	0	0	0	0	0
TOBG_CPC-1232.fna_MHASMcontig_91949	5606	0.0288976097038886	0.0288976097038886		0	0.1675187686717235	0.00223756501786	0.0	0.0251937925878201				0.0	0.0	0.0	0	0	0	0	0
TOBG_CPC-1232.fna_MHASMcontig_94057	6436	0.026569297700435	0.026569297700435		0	0.1608209256289141	0.0020047872046283	0.0	0.0231876274640198				0.0	0.0	0.0	0	0	0	0	0
TOBG_CPC-1232.fna_MHASMcontig_94137	6111	0.0289641629847815	0.0289641629847815		0	0.1677058145902298	0.0021454950423286	0.0	0.0252510768994345				0.0	0.0	0.0	0	0	0	0	0
TOBG_CPC-20.fna_25892	7665	1.8320939334637965	0.8435746901500326	0.0211920529011858	2	1.2868396484429148	0.014699301074823	0.0393998695368558	0.8016533344787944	0.0			0.0	0.9933774834437086	0.9933774834437086	2	4	6	2	2
TOBG_CPC-20.fna_27013	81013	1.9328873143816423	0.8512090652117561	0.0318258020667148	2	1.4456872353455306	0.0050792509374833	0.0512633774826262	0.8185435317866334	0.0			0.0	0.9886828798458944	0.995665783770768	16	143	159	47	18
TOBG_CPC-20.fna_28477	9085	1.2260869565217392	0.6219042377545404	0.0152380948974972	1	1.241353912767169	0.0130243798792803	0.0069345074298293	0.6612980570250384	0.0			0.0	0.984126984126984	0.984126984126984	1	0	1	1	1
TOBG_CPC-20.fna_29230	7636	1.4426401257202723	0.6651388161341016	0.0349622441148295	1	1.374955419776643	0.0157356285982962	0.0269774751178627	0.7202478456987513	0.0			0.0	0.9854368932038836	0.9854368932038836	3	9	12	3	3
TOBG_CPC-20.fna_29455	10296	0.0148601398601398	0.0148601398601398		0	0.1209930415498219	0.0011924693323699	0.0	0.0130357918675448				0.0	0.0	0.0	0	0	0	0	0
TOBG_CPC-20.fna_43610	17728	1.501692238267148	0.7050428700361011	0.0373066269482175	1	1.3800152470817206	0.0103649273499538	0.0324909747292418	0.734461183210547	0.0			0.0	0.9809027777777778	1.0	0	27	27	11	0
TOBG_CPC-20.fna_43658	11368	1.50536593947924	0.7130541871921182	0.0308103084564208	1	1.5105095319934656	0.0141677387582572	0.0549788881069669	0.7353211631924341	0.0			0.0	0.9824	0.9952	5	19	24	11	3
TOBG_CPC-20.fna_43712	35278	1.810533476954476	0.8255853506434605	0.0294493099866562	2	1.3840629685951595	0.0073690249415417	0.0360281195079086	0.7978410601745178	0.0			0.0	0.983477576711251	0.998426435877262	2	54	56	21	2
TOBG_CPC-27.fna_26412	20540	0.7395326192794547	0.3273612463485881	0.0015609755748655	0	1.285839654845039	0.0089721632629278	0.0199610516066212	0.4795218146850531	0.0			0.0	0.9682926829268292	0.9682926829268292	14	0	14	13	13
TOBG_CPC-27.fna_2645	31156	1.584895365258698	0.6690846064963409	0.0029227857083301	1	1.6088730782167342	0.0091150258944773	0.0610476312748748	0.7532704810913955	0.0			0.0	0.9631966351209252	0.9637223974763408	80	2	82	70	69
TOBG_CPC-27.fna_2658	34280	1.2305425904317386	0.4778588098016336	0.0084034872526109	0	1.70229632392261	0.0091943512136329	0.0649649941656942	0.662628002525375	0.0			0.0	0.9672204759766502	0.969914683430624	72	17	89	73	67
TOBG_CPC-27.fna_2682	39319	1.680892189526692	0.7273328416287291	0.0034636063857187	1	1.518095822626639	0.0076560273468128	0.0525700043236094	0.7733226874276511	0.0			0.0	0.9666182873730044	0.9671020803096276	71	5	76	69	68
TOBG_CPC-27.fna_27054	10010	1.0616383616383616	0.4472527472527473	0.005252277682611	0	1.4885835656942	0.0148791415490804	0.0282717282717282	0.6083656571325222	0.0			0.0	0.96113074204947	0.96113074204947	16	1	17	11	11
TOBG_CPC-27.fna_272	29036	0.1336272213803554	0.0891307342609174		0	0.4817772573510035	0.0028273878003811	0.0	0.1112975811696149				0.0	0.0	0.0	0	0	0	0	0
TOBG_CPC-27.fna_27974	16050	1.192336448598131	0.4871028037383177	0.0024346210053601	0	1.605156359910723	0.0126704883914207	0.0521495327102803	0.6510522509272278	0.0			0.0	0.956989247311828	0.9581839904420548	35	1	36	36	35
TOBG_CPC-27.fna_28340	22711	1.30976178944124	0.54590286645238	0.0044808018681229	1	1.609598507007773	0.0106809281458736	0.0531900841002157	0.6854208798497655	0.0			0.0	0.9677152317880796	0.9693708609271524	39	4	43	39	37
TOBG_CPC-27.fna_2851	88639	1.1420368009566897	0.4793488193684495	0.0025000485422839	0	1.581225365633413	0.0053110916824244	0.0494364782996198	0.6352045506556445	0.0			0.0	0.9621177544500228	0.9630305796439982	175	9	184	166	162
TOBG_CPC-27.fna_28900	9824	1.3460912052117264	0.5504885993485342	0.0012014391629592	1	1.6894868536970509	0.0170464027336714	0.0561889250814332	0.695352081335588	0.0			0.0	0.9692028985507246	0.9692028985507246	22	1	23	17	17
TOBG_CPC-27.fna_28937	7814	1.5534937292039928	0.7184540568210903	0.0016633400660075	1	1.4054602841558648	0.0159004591552875	0.0213718965958535	0.7463335243692639	0.0			0.0	0.9700598802395208	0.9700598802395208	5	0	5	5	5
TOBG_CPC-27.fna_29584	49559	0.0379749389616416	0.0348877095986601		0	0.2066574501402363	0.0009283124624697	0.0	0.0329759093842588				0.0	0.0	0.0	0	0	0	0	0
TOBG_CPC-27.fna_30896	6293	0.3271889400921659	0.2013348164627363		0	0.7640123801008977	0.0096317685718289	0.0	0.2509187580329846				0.0	0.0	0.0	0	0	0	0	0
TOBG_CPC-27.fna_3200	46540	1.9184787279759348	0.7631714654061023	0.0025246242007084	2	1.6292522842967367	0.0075523101183439	0.0790502793296089	0.8162201521501773	0.0			0.0	0.9676542538733351	0.9679260668659962	136	3	139	119	118
TOBG_CPC-27.fna_344	21342	1.4135038890450755	0.562412145066067	0.0041573270823236	1	1.7570270469264857	0.0120273808709865	0.0630681285727673	0.7129571967293007	0.0			0.0	0.9710252600297176	0.9732540861812778	38	5	43	39	36
TOBG_CPC-27.fna_37818	6370	1.5458398744113029	0.6525902668759812	0.0044692738096141	1	1.4919519710553466	0.0186947308995473	0.0281004709576138	0.7446133503595271	0.0			0.0	0.9497206703910616	0.9553072625698324	8	1	9	9	8
TOBG_CPC-27.fna_3881	20426	0.7673063742289239	0.3003035347106629	0.0023625450975754	0	1.360163377620907	0.0095172186000471	0.0249681778125917	0.4921308932304428	0.0			0.0	0.9705882352941176	0.9705882352941176	15	2	17	15	15
TOBG_CPC-27.fna_3888	19589	1.4857828373066515	0.6002858747256113	0.0015191942699104	1	1.5774666938018398	0.0112710700972956	0.0433406503650007	0.7307045689527583	0.0			0.0	0.9623085983510012	0.9634864546525324	31	1	32	32	31
TOBG_CPC-27.fna_38903	12202	0.4662350434355023	0.2282412719226356	0.0	0	1.0065589212665431	0.0091125828284052	0.0042615964595967	0.3374674189274345	0.0			0.0	0.9423076923076924	0.9423076923076924	4	0	4	3	3
TOBG_CPC-27.fna_40540	12036	1.305250913924892	0.5406281156530409	0.0027547119492454	1	1.6794089541306942	0.0153085274432735	0.0700398803589232	0.6841653800544323	0.0			0.0	0.9608540925266904	0.9608540925266904	33	1	34	33	33
TOBG_CPC-27.fna_4168	61983	1.0169723956568737	0.4461384573189423	0.0026902230112749	0	1.471442963581104	0.0059103151598839	0.0367197457367342	0.5926109386146821	0.0			0.0	0.968365553602812	0.968804920913884	74	2	76	72	71
TOBG_CPC-27.fna_4214	15138	0.9303078345884528	0.3674197384066587	0.0019587628620186	0	1.4972885778347786	0.0121698606692147	0.0384462940943321	0.5602117060360492	0.0			0.0	0.972508591065292	0.972508591065292	18	1	19	16	16
TOBG_CPC-27.fna_42200	7956	1.8088235294117647	0.7009803921568627	0.0010271095942795	2	1.674950026202552	0.0187794021396731	0.0731523378582202	0.7975355931386522	0.0			0.0	0.9690721649484536	0.9690721649484536	20	0	20	18	18
TOBG_CPC-27.fna_4407	21803	0.4983717836994909	0.2279502820712746	0.0015943095120899	0	1.1684027500792522	0.0079130589817708	0.0207769572994542	0.3560036914804103	0.0			0.0	0.9624724061810156	0.9624724061810156	20	1	21	17	17
TOBG_CPC-27.fna_4955	49142	0.8295144682756095	0.4100769199462781	0.0040983381613223	0	1.257120634463411	0.0056709387940623	0.0164624964388913	0.5192756622183627	0.0			0.0	0.965389369592089	0.965389369592089	30	2	32	28	28
TOBG_CPC-27.fna_5055	10817	1.1925672552463715	0.5446981603032264	0.0028760264351099	1	1.4941840473017505	0.0143671543009783	0.0270869926966811	0.6511233600243949	0.0			0.0	0.9931740614334472	0.9931740614334472	2	0	2	2	2
TOBG_CPC-27.fna_536	52720	0.7273710166919575	0.3422610015174507	0.0037177481904824	0	1.2999540643725194	0.0056616683331861	0.0242602427921092	0.4739024397797378	0.0			0.0	0.9468334636434714	0.947615324472244	68	1	69	68	67
TOBG_CPC-27.fna_5406	7751	0.7915107728035092	0.4329763901432073	0.002302158221924	0	1.185703847876488	0.0134686906462746	0.0179331699135595	0.5028701465107385	0.0			0.0	0.9568345323741008	0.9568345323741008	7	0	7	6	6
TOBG_CPC-27.fna_5568	37435	0.8161880593027915	0.4159743555496193	0.002216937244392	0	1.234560749437368	0.0063808619279459	0.017550420729264	0.513585460330519	0.0			0.0	0.9634703196347032	0.9634703196347032	25	0	25	24	24
TOBG_CPC-27.fna_5629	19587	0.8626129575739011	0.4072599172920815	0.0037992830746992	0	1.3044940693956584	0.0093211443561979	0.0269056006534946	0.5331219739131284	0.0			0.0	0.9468690702087288	0.9468690702087288	28	1	29	28	28
TOBG_CPC-27.fna_5652	21360	1.0719569288389512	0.5088483146067416	0.0060430994715946	1	1.3807871438862886	0.0094479215159259	0.0340355805243445	0.6119177464593184	0.0			0.0	0.9628610729023384	0.9628610729023384	27	2	29	27	27
TOBG_CPC-27.fna_6132	40584	1.0718016952493594	0.488468361916026	0.0028967584466049	0	1.4172834361414846	0.0070353326598252	0.0292233392469938	0.6118645478900793	0.0			0.0	0.9645868465430016	0.9645868465430016	44	0	44	42	42
TOBG_CPC-27.fna_6183	54302	0.180822069168723	0.1017089609959117	0.0	0	0.6145077363810165	0.0026370808260618	0.0002578173916246	0.1475714512124545	0.0			0.0	1.0	1.0	0	0	0	0	0
TOBG_CPC-27.fna_6451	53795	1.0932428664374012	0.476679988846547	0.0027938497366939	0	1.5545614443213436	0.0067025640524037	0.0435170554884282	0.6191438183357347	0.0			0.0	0.9636907304570697	0.9649722340879966	90	7	97	85	82
TOBG_CPC-27.fna_6713	49227	1.389237613504784	0.5947549109228676	0.0033894073326484	1	1.5387995841133235	0.0069356119558197	0.0467832693440591	0.7067403288297669	0.0			0.0	0.9639600521059488	0.9648284845853234	90	6	96	83	81
TOBG_CPC-27.fna_6802	16969	2.0617596794154047	0.7072897636867228	0.004810349975152	2	1.9975421849948576	0.0153348888312373	0.1243443927161294	0.838060714833911	0.0			0.0	0.95781990521327	0.9601895734597156	88	9	97	89	84
TOBG_CPC-27.fna_14009	45779	2.1514886738460866	0.7776491404355709	0.0034074621560088	2	1.8203964295041035	0.008508197598437	0.1179143275300902	0.8503961530709638	0.0			0.0	0.9729529455353836	0.9729529455353836	156	4	160	146	146
TOBG_CPC-27.fna_14568	27365	1.1363785857847617	0.5165722638406723	0.0054056007687638	1	1.3985327478490397	0.0084544011238548	0.0224739630915402	0.6333773975596002	0.0			0.0	0.967479674796748	0.9707317073170731	22	5	27	20	18
TOBG_CPC-27.fna_14882	9437	0.0362403306135424	0.0362403306135424		0	0.1868875839925263	0.0019239176708403	0.0	0.0314936231780832				0.0	0.0	0.0	0	0	0	0	0
TOBG_CPC-27.fna_15877	16100	0.0480124223602484	0.0480124223602484		0	0.2137924920556135	0.0016849732068212	0.0	0.0415088684300561				0.0	0.0	0.0	0	0	0	0	0
TOBG_CPC-27.fna_15980	25342	2.030423802383395	0.7593323336753216	0.0029364403871504	2	1.7981078020845656	0.011295458154619	0.1009786125799068	0.8335173563777937	0.0			0.0	0.9710824540836264	0.971473231731145	75	4	79	74	73
TOBG_CPC-27.fna_16046	22944	1.272707461645746	0.5278940027894002	0.0023676012163964	1	1.5713874773907708	0.0103742852543518	0.0559623430962343	0.674957939672345	0.0			0.0	0.9579439252336448	0.9579439252336448	56	1	57	54	54
TOBG_CPC-27.fna_16095	12592	0.0362928843710292	0.0362928843710292		0	0.1870179427623465	0.0016666836052286	0.0	0.0315385656425877				0.0	0.0	0.0	0	0	0	0	0
TOBG_CPC-27.fna_16180	19794	1.1382237041527736	0.492270384965141	0.0121586644866814	0	1.4966842194988017	0.0106383522748956	0.0387996362534101	0.6339742272707426	0.0			0.0	0.97265625	0.9791666666666666	20	11	31	21	16
TOBG_CPC-27.fna_16345	7604	0.3450815360336665	0.2720936349289847		0	0.6740186672403722	0.0077299988522308	0.0	0.2626606141008483				0.0	0.0	0.0	0	0	0	0	0
TOBG_CPC-27.fna_16762	15984	0.0418543543543543	0.0418543543543543		0	0.2002562542742036	0.0015840064250572	0.0	0.0362828062532702				0.0	0.0	0.0	0	0	0	0	0
TOBG_CPC-27.fna_1677	107615	1.717539376480974	0.6650559866189658	0.0034145995324564	1	1.7548574422799657	0.0053494293316937	0.0803140826093016	0.7805404332165128	0.0			0.0	0.9649427282193684	0.9659840333217632	307	21	328	303	294
TOBG_CPC-27.fna_16880	13193	0.924732812855302	0.3815659819601303	0.0036852850767844	0	1.4930105656075547	0.0129989286451987	0.0395664367467596	0.5580414032269903	0.0			0.0	0.9693486590038314	0.971264367816092	15	1	16	16	15
TOBG_CPC-27.fna_16967	52433	1.7022867278240803	0.611904716495337	0.0039010057840795	1	1.9169464788022967	0.0083716637316032	0.0961798867125665	0.7775647388125919	0.0			0.0	0.9639103708110252	0.9649018441403926	192	12	204	182	177
TOBG_CPC-27.fna_17057	15263	0.9166612068400708	0.5128742711131494	0.0068571431296212	1	1.1114289867802971	0.0089965499315377	0.0045862543405621	0.5548802116067588	0.0			0.0	0.9714285714285714	0.9714285714285714	2	1	3	2	2
TOBG_CPC-27.fna_17282	33006	1.1142519541901472	0.5119372235351148	0.0043055269696297	1	1.4674574516831562	0.0080774754990544	0.0330242986123735	0.6261439600357264	0.0			0.0	0.9541284403669724	0.956880733944954	49	4	53	50	47
TOBG_CPC-27.fna_17498	15196	1.9839431429323504	0.7467096604369571	0.0029819709078248	2	1.752411231841818	0.0142162704164336	0.0750855488286391	0.8265423488898134	0.0			0.0	0.9640666082383874	0.964943032427695	41	3	44	41	40
TOBG_CPC-27.fna_18425	11858	1.04317760161916	0.4085005903187721	0.0060152661779866	0	1.6397587194824284	0.015058875370638	0.0489964580873671	0.6019293680490572	0.0			0.0	0.9569707401032702	0.9569707401032702	27	2	29	25	25
TOBG_CPC-27.fna_19265	41445	0.4501146097237302	0.3500060320907226		0	0.6931077884837552	0.0034046301953556	0.0	0.3279692633120754				0.0	0.0	0.0	0	0	0	0	0
TOBG_CPC-27.fna_1974	16365	1.3979835013748854	0.6083715245951726	0.0023034315903981	1	1.529003306886025	0.0119526358727398	0.0458295142071494	0.7089963391688566	0.0			0.0	0.9613333333333334	0.9613333333333334	30	0	30	29	29
TOBG_CPC-27.fna_20475	13760	1.049781976744186	0.4409883720930233	0.0077604895576517	0	1.52099883381476	0.0129668786262793	0.0409883720930232	0.6042440262052665	0.0			0.0	0.9716312056737588	0.973404255319149	21	4	25	16	15
TOBG_CPC-27.fna_21075	30390	1.2875616979269495	0.4936492267193155	0.0031377077655579	0	1.710371343404737	0.0098114276778876	0.0709443896018427	0.679193448003626	0.0			0.0	0.9573283858998144	0.9587198515769944	90	5	95	92	89
