scaffold	length	coverage	breadth	nucl_diversity	coverage_median	coverage_std	coverage_SEM	breadth_minCov	breadth_expected	nucl_diversity_median	nucl_diversity_rarefied	nucl_diversity_rarefied_median	breadth_rarefied	conANI_reference	popANI_reference	SNS_count	SNV_count	divergent_site_count	population_divergent_sites	consensus_divergent_sites
TOBG_EAC-35.fna_88131	19354	1.0645344631600702	0.4721504598532603	0.0016256075459187	0	1.4225264515642848	0.0102255388351207	0.0342564844476594	0.6093658875807743	0.0			0.0	0.9803921568627452	0.9819004524886876	14	1	15	12	13
TOBG_EAC-35.fna_88600	53843	1.863343424400572	0.8383262448229111	0.0029351124583164	2	1.407423921538671	0.0060654682882281	0.0520587634418587	0.8070515537713153	0.0			0.0	0.986086336068498	0.986086336068498	53	2	55	39	39
TOBG_EAC-35.fna_88656	142629	2.1656325151266573	0.8664086546214305	0.0017547847253638	2	1.5692202580999808	0.0041551002830054	0.0816173428966058	0.852252938446554	0.0			0.0	0.9924405119835066	0.9925264152564212	131	10	141	87	88
TOBG_CPC-20.fna_48485	7239	0.5611272275176129	0.3888658654510291	0.0	0	0.8743952739776812	0.0102777609502856	0.0071833126122392	0.3907187784404238	0.0			0.0	0.9807692307692308	0.9807692307692308	1	0	1	1	1
TOBG_CPC-20.fna_48689	18586	0.8664586247713333	0.5427203271279457	0.0362264148469241	1	1.005434236652714	0.0073751759685291	0.0057032174755192	0.5347046741670074	0.0			0.0	0.9905660377358492	0.9905660377358492	1	2	3	1	1
TOBG_CPC-20.fna_48705	8820	0.922562358276644	0.5853741496598639	0.0	1	0.976138796001517	0.0103944592876419	0.0015873015873015	0.5571935723618122	0.0			0.0	1.0	1.0	0	0	0	0	0
TOBG_CPC-20.fna_49196	12464	0.7419768934531451	0.5593709884467266		1	0.7806734490975774	0.0069929127825576	0.0	0.4806439482964161				0.0	0.0	0.0	0	0	0	0	0
TOBG_CPC-20.fna_49551	15269	1.018665269500295	0.6303621717204794		1	0.9762951215682468	0.0079011452113539	0.0	0.593219451962824				0.0	0.0	0.0	0	0	0	0	0
TOBG_CPC-20.fna_49645	9137	0.7544051658093466	0.5105614534311043		1	0.8962171172010036	0.009376379765157	0.0	0.4863122875060506				0.0	0.0	0.0	0	0	0	0	0
TOBG_CPC-20.fna_49828	5696	0.1399227528089887	0.1267556179775281		0	0.3829864824223757	0.00507500625115	0.0	0.1162241313389013				0.0	0.0	0.0	0	0	0	0	0
TOBG_CPC-20.fna_50072	24865	0.9045244319324351	0.5116830886788659	0.0243749180115944	1	1.150828149366763	0.0072983548919367	0.0097325558013271	0.5500843118310528	0.0			0.0	0.9710743801652892	0.987603305785124	3	8	11	3	7
TOBG_CPC-20.fna_MHASMcontig_258869	6890	0.7730043541364296	0.5320754716981132		1	0.8688262447246893	0.0104677860810203	0.0	0.4946797259558784				0.0	0.0	0.0	0	0	0	0	0
TOBG_CPC-20.fna_MHASMcontig_259140	5663	0.6579551474483489	0.534875507681441		1	0.7024664703065198	0.0093355662889006	0.0	0.4406469300034041				0.0	0.0	0.0	0	0	0	0	0
TOBG_CPC-20.fna_MHASMcontig_259417	5635	0.4713398402839396	0.3254658385093167		0	0.7722012904965372	0.0102877902638712	0.0	0.3404470876077592				0.0	0.0	0.0	0	0	0	0	0
TOBG_CPC-20.fna_MHASMcontig_261114	23109	0.7146566272880696	0.4681725734562292	0.0411428587777273	0	0.9547385143175368	0.0062806307764174	0.0015145614262841	0.4679627652166183	0.0			0.0	0.9428571428571428	1.0	0	3	3	0	2
TOBG_CPC-20.fna_MHASMcontig_262291	6899	0.9439049137556168	0.5809537614146978	0.0	1	1.020111661224354	0.0122824814567091	0.0018843310624728	0.5654603303246537	0.0			0.0	1.0	1.0	0	0	0	0	0
TOBG_CPC-20.fna_MHASMcontig_262892	5601	1.3517229066238172	0.6064988394929477	0.0247655095198215	1	1.6051551633304977	0.0214497881206924	0.0696304231387252	0.6968632716420771	0.0			0.0	0.9743589743589745	0.9974358974358974	1	12	13	1	10
TOBG_CPC-20.fna_MHASMcontig_268730	21558	1.0532053066147138	0.6126727896836441	0.0222222223168327	1	1.117047632374491	0.0076081231110551	0.0116893960478708	0.6054385112176086	0.0			0.0	0.992063492063492	1.0	0	5	5	0	2
TOBG_CPC-20.fna_MHASMcontig_269788	12517	0.9454342094751138	0.581369337700727	0.011870604904392	1	1.0759201566641172	0.0096171694145641	0.0126228329471918	0.5660467228296165	0.0			0.0	0.9683544303797468	0.9683544303797468	5	1	6	5	5
TOBG_CPC-20.fna_MHASMcontig_269834	8932	1.0538513210927003	0.6328929690998657	0.0296373751537859	1	1.0918979352701843	0.0115539903393098	0.0135467980295566	0.6056635170557859	0.0			0.0	1.0	1.0	0	3	3	0	0
TOBG_CPC-20.fna_MHASMcontig_270194	9428	1.098536274925753	0.6578277471361901	0.0	1	1.0255259213796146	0.0105623338070486	0.0036062791684344	0.6209198166690195	0.0			0.0	1.0	1.0	0	0	0	0	0
TOBG_CPC-20.fna_MHASMcontig_272309	6192	1.043766149870801	0.6781330749354005	0.0	1	0.966755156116286	0.0122867237825196	0.0017764857881136	0.6021361868766121	0.0			0.0	1.0	1.0	0	0	0	0	0
TOBG_CPC-20.fna_MHASMcontig_272438	20571	0.759467211122454	0.4535997277721064	0.0	0	1.0215661897196453	0.0071227772845925	0.0016528122113655	0.4886032378145635	0.0			0.0	1.0	1.0	0	0	0	0	0
TOBG_CPC-20.fna_MHASMcontig_273038	8874	0.8500112688753663	0.565922920892495		1	0.9290448296870836	0.0098628273310815	0.0	0.5278978750670054				0.0	0.0	0.0	0	0	0	0	0
TOBG_CPC-20.fna_MHASMcontig_273125	7747	0.5869368787917904	0.4532076933006325		0	0.746421090656237	0.0084809627534229	0.0	0.4044472207510046				0.0	0.0	0.0	0	0	0	0	0
TOBG_CPC-20.fna_MHASMcontig_274211	8465	0.7820437093916125	0.5141169521559362	0.1066666642824808	1	0.9272962841303868	0.0100793074361998	0.0014176018901358	0.49869701258404	0.0			0.0	1.0	1.0	0	0	0	0	0
TOBG_CPC-20.fna_MHASMcontig_275639	9817	1.0487929102577165	0.6213710909646531		1	1.0179017077919343	0.010273976503147	0.0	0.6038982434523512				0.0	0.0	0.0	0	0	0	0	0
TOBG_CPC-20.fna_MHASMcontig_275658	11337	0.6857193261003793	0.4492370115550851		0	0.888074229185644	0.0083410235798663	0.0	0.454193174312822				0.0	0.0	0.0	0	0	0	0	0
TOBG_CPC-20.fna_MHASMcontig_278810	11978	1.0057605610285525	0.6546167974620137	0.0457142846924918	1	0.9257184382540112	0.0084587246746344	0.000584404742027	0.5885577361985304	0.0			0.0	1.0	1.0	0	0	0	0	0
TOBG_CPC-20.fna_MHASMcontig_280502	15747	0.9779640566457104	0.6117990728392709		1	0.960162660315456	0.007651730918228	0.0	0.5783342169473619				0.0	0.0	0.0	0	0	0	0	0
TOBG_CPC-20.fna_MHASMcontig_280583	6168	1.1438067444876785	0.6836900129701686		1	1.0428127353671923	0.0132791217310891	0.0	0.6357742296416544				0.0	0.0	0.0	0	0	0	0	0
TOBG_CPC-20.fna_MHASMcontig_282136	11561	0.5316149122048266	0.3901911599342617		0	0.7702346229643525	0.0071638110037893	0.0	0.3746326034525747				0.0	0.0	0.0	0	0	0	0	0
TOBG_CPC-20.fna_MHASMcontig_282299	11974	0.8359779522298313	0.5580424252547186	0.0386206898195989	1	0.9280919458463311	0.0084818290007283	0.0024219141473191	0.5220114648494136	0.0			0.0	0.9655172413793104	1.0	0	1	1	0	1
TOBG_CPC-20.fna_MHASMcontig_284227	28607	0.1537385954486664	0.0040899080644597	0.0083926441492857	0	2.5442142402925616	0.0150426763630028	0.0037752997518089	0.1269401595947228	0.0	0.0	0.0	0.0003146083126507	0.9629629629629628	0.9629629629629628	4	0	4	4	4
TOBG_CPC-20.fna_MHASMcontig_284778	15418	0.7617070956025425	0.468089246335452	0.0144234794490741	0	1.0109182102368828	0.0081417185194164	0.0034375405370346	0.4896136879612393	0.0			0.0	1.0	1.0	0	1	1	0	0
TOBG_CPC-20.fna_MHASMcontig_286283	8113	0.0199679526685566	0.0199679526685566		0	0.139890076612971	0.0015531841036433	0.0	0.0174771732805155				0.0	0.0	0.0	0	0	0	0	0
TOBG_CPC-20.fna_MHASMcontig_286664	6086	0.9211304633585278	0.5811698981268485		1	0.9854463985451144	0.0126328900231817	0.0	0.5566333501167937				0.0	0.0	0.0	0	0	0	0	0
TOBG_CPC-20.fna_MHASMcontig_287795	30282	1.073641106928208	0.5866521365827885	0.0249435287084638	1	1.2926787836647364	0.0074285750325926	0.026583448913546	0.6124944460113861	0.0			0.0	0.9900621118012424	0.9950310559006212	4	17	21	4	8
TOBG_CPC-20.fna_MHASMcontig_288253	6141	1.1695163654127991	0.6689464256635728	0.0369849252940421	1	1.2551495273621127	0.0160181103532678	0.0324051457417358	0.6439495877314241	0.0			0.0	0.9899497487437184	0.9949748743718592	1	11	12	1	2
TOBG_CPC-20.fna_MHASMcontig_289044	9616	1.098273710482529	0.651414309484193	0.0123076924910912	1	1.056934323732197	0.0107788730622099	0.0067595673876871	0.6208319188611733	0.0			0.0	0.9692307692307692	0.9846153846153848	1	1	2	1	2
TOBG_CPC-20.fna_MHASMcontig_289184	7152	0.9883948545861296	0.6205257270693513	0.0479999995231628	1	1.0286742388761565	0.0121645059426323	0.0069910514541387	0.5822000947319115	0.0			0.0	1.0	1.0	0	1	1	0	0
TOBG_CPC-20.fna_MHASMcontig_289501	29775	0.7946263643996642	0.5317548278757347	0.0399999991059303	1	0.923672082767342	0.0053530244324543	0.0002686817800167	0.5042359047261833	0.0			0.0	1.0	1.0	0	0	0	0	0
TOBG_CPC-20.fna_MHASMcontig_290376	21053	0.9882202061463924	0.6221916116467961	0.0326481136408719	1	1.0742862921192142	0.0074041183747453	0.0130622714102503	0.5821356589298765	0.0			0.0	0.9854545454545456	1.0	0	8	8	0	4
TOBG_CPC-20.fna_MHASMcontig_291225	30747	0.7380882687741893	0.5006342082154357	0.0	1	0.8926841862481296	0.0050910050749765	0.0001951409893648	0.4788575933768083	0.0			0.0	1.0	1.0	0	0	0	0	0
