scaffold	length	coverage	breadth	nucl_diversity	coverage_median	coverage_std	coverage_SEM	breadth_minCov	breadth_expected	nucl_diversity_median	nucl_diversity_rarefied	nucl_diversity_rarefied_median	breadth_rarefied	conANI_reference	popANI_reference	SNS_count	SNV_count	divergent_site_count	consensus_divergent_sites	population_divergent_sites
TOBG_CPC-1399.fna_16289	11391	0.6516548152049864	0.4421912035817751	0.0042105262216768	0	0.9451541299024472	0.0088560645692714	0.006671933982969	0.4375264688960958	0.0			0.0	1.0	1.0	0	0	0	0	0
TOBG_CPC-1399.fna_16601	14067	0.236297718063553	0.056159806639653	0.0082521410745994	0	1.1043045855641134	0.0093111552730798	0.0228193644700362	0.188321444696875	0.0			0.0	0.9750778816199376	0.9750778816199376	7	3	10	8	8
TOBG_CPC-1399.fna_17313	38203	1.2250346831400676	0.6424626338245687	0.0092024561118873	1	1.31026181859612	0.0067037071753198	0.024108054341282	0.6609832033580236	0.0			0.0	0.991313789359392	0.995656894679696	9	10	19	8	4
TOBG_CPC-1399.fna_17336	94632	1.2032716205934568	0.570948516358103	0.0090622906099829	1	1.4825608221191795	0.0048194314192589	0.0406522106686955	0.6544053909487786	0.0			0.0	0.9903821159344944	0.9940213153106316	37	48	85	37	23
TOBG_CPC-1399.fna_17676	38019	0.0160972145506194	0.0160972145506194		0	0.1258494904015537	0.0006454414142598	0.0	0.0141133007335714				0.0	0.0	0.0	0	0	0	0	0
TOBG_CPC-1399.fna_17854	11980	0.8975792988313857	0.4752086811352253	0.0117073168114918	0	1.1674254953175265	0.0106664251753802	0.0068447412353923	0.5473167026595003	0.0			0.0	0.975609756097561	0.975609756097561	2	0	2	2	2
TOBG_CPC-1399.fna_17905	5972	7.1872069658405895	0.952947086403215	0.0252593032087147	6	4.838979625206102	0.062622479304791	0.6825184192900201	0.9982467845041288	0.0			0.0	0.9847890088321885	0.9953385672227674	35	164	199	62	19
TOBG_CPC-1399.fna_18473	41045	0.9736874162504568	0.5345352661712754	0.0108145581787545	1	1.192982918923091	0.0058885638166932	0.0140577415032281	0.5767388813220555	0.0			0.0	0.977469670710572	0.9809358752166378	10	7	17	13	11
TOBG_CPC-1399.fna_1851	35491	1.12524301935702	0.5763432983009777	0.0063758186882522	1	1.3502498814292423	0.0071673918436955	0.0277535149756276	0.6297547244553892	0.0			0.0	0.9868020304568528	0.9918781725888324	8	7	15	13	8
TOBG_CPC-1399.fna_19448	55173	0.59512805176445	0.2839069834883004	0.0075577025252263	0	1.1497610265376903	0.0048949495434438	0.0150073405470066	0.4087391980783815	0.0			0.0	0.9891304347826086	0.9927536231884058	6	8	14	9	6
TOBG_CPC-1399.fna_20638	9850	0.019492385786802	0.019492385786802		0	0.1382477221625749	0.0013930346389972	0.0	0.0170645001957203				0.0	0.0	0.0	0	0	0	0	0
TOBG_CPC-1399.fna_20855	20958	1.3088080923752266	0.579778604828705	0.0061896330806373	1	1.5330658085248157	0.0105900068523935	0.0487641950567802	0.6851558566340817	0.0			0.0	0.9892367906066536	0.9902152641878668	11	3	14	11	10
TOBG_CPC-1399.fna_21654	12662	0.9387142631495814	0.5653925130311167	0.0181132082669239	1	1.0421704638128928	0.0092619995649213	0.0041857526457115	0.563464114147423	0.0			0.0	0.9622641509433962	1.0	0	2	2	2	0
TOBG_CPC-1399.fna_2208	22040	1.012114337568058	0.5927404718693285	0.0118518515869423	1	1.0944042929543465	0.0073719409108209	0.0036751361161524	0.5908596223026744	0.0			0.0	0.9876543209876544	0.9876543209876544	1	0	1	1	1
TOBG_CPC-1399.fna_2228	24530	0.5918467183041174	0.3698736241337138	0.0	0	0.9293767301528292	0.0059340591739531	0.003954341622503	0.40702358449192	0.0			0.0	1.0	1.0	0	0	0	0	0
TOBG_CPC-1399.fna_22855	7887	0.5415240268796754	0.3319386331938633		0	0.8923374468672944	0.0100484883221528	0.0	0.3800805419389793				0.0	0.0	0.0	0	0	0	0	0
TOBG_CPC-1399.fna_23760	7916	0.5486356745831228	0.4499747347145023		0	0.6829582297389445	0.007676595959784	0.0	0.3839611816652488				0.0	0.0	0.0	0	0	0	0	0
TOBG_CPC-1399.fna_2536	27074	1.2255300288099285	0.632562606190441	0.0094287508288345	1	1.2713554176232618	0.0077267842592093	0.0130752751717514	0.6611314535675299	0.0			0.0	0.9971751412429378	0.9971751412429378	3	3	6	1	1
TOBG_CPC-1399.fna_26109	31850	1.0480690737833596	0.5257456828885401	0.0102304869006124	1	1.4096483662324817	0.0078988322726048	0.0262480376766091	0.6036449950396447	0.0			0.0	0.9904306220095692	0.992822966507177	6	11	17	8	6
TOBG_CPC-1399.fna_2643	54878	0.9408870585662744	0.5319800284266919	0.0080978746331015	1	1.1874515311595903	0.0050689815571294	0.015671125041	0.5643008395300365	0.0			0.0	0.9813953488372092	0.9883720930232558	12	6	18	16	10
TOBG_CPC-1399.fna_26792	21049	1.0288849826595088	0.526010736852107	0.0110240287306595	1	1.3526479281146295	0.0093235081350812	0.0339208513468573	0.596873729451297	0.0			0.0	0.9831932773109244	0.9873949579831932	8	12	20	12	9
TOBG_CPC-1399.fna_2702	12262	1.258032947316914	0.6984994291306476	0.0097330450624614	1	1.2244979316812554	0.0110584716696529	0.0251182515087261	0.6707187705137271	0.0			0.0	0.9935064935064936	0.9967532467532468	2	5	7	2	1
TOBG_CPC-1399.fna_277	23660	0.8169484361792054	0.4755283178360101	0.011684756005863	0	1.1638795212689557	0.0075667578262132	0.01770921386306	0.513911935657624	0.0			0.0	0.9785202863961814	0.9832935560859188	10	6	16	9	7
TOBG_CPC-1399.fna_28066	8730	1.2224513172966782	0.5257731958762887	0.0155931468771285	1	1.6588821482792888	0.017755515543406	0.06815578465063	0.6602089853582569	0.0			0.0	0.9831932773109244	0.9882352941176472	15	6	21	10	7
TOBG_CPC-1399.fna_28427	9543	0.9716022215236298	0.60096405742429	0.0113953490589939	1	1.1151507366562796	0.0114159976182869	0.0090118411401026	0.5759588436532694	0.0			0.0	0.9534883720930232	0.9767441860465116	2	2	4	4	2
TOBG_CPC-1399.fna_28758	6184	21.203913324708925	0.8798512289780077	0.0133468454404415	17	19.15256656849581	0.2435719972264351	0.7417529107373868	0.9999999926093892	0.0	0.0101844159426627	0.0	0.0996119016817593	0.9594506213211248	0.9701329845214738	155	128	283	186	137
TOBG_CPC-1399.fna_2970	22967	0.3058301040623503	0.2604606609483171		0	0.5534853506630665	0.0036522748312445	0.0	0.2366571331730889				0.0	0.0	0.0	0	0	0	0	0
TOBG_CPC-1399.fna_3695	13479	1.062615921062393	0.540247792862972	0.0098792698285351	1	1.3501009670794812	0.0116292986133083	0.0324949922101046	0.6087035641524658	0.0			0.0	0.9817351598173516	0.9817351598173516	8	4	12	8	8
TOBG_CPC-1399.fna_3728	9884	0.9998988263860784	0.5424929178470255	0.0043243242276681	1	1.1914558181889563	0.0119848759911884	0.0074868474301902	0.5864226265730534	0.0			0.0	0.9864864864864864	0.9864864864864864	1	0	1	1	1
TOBG_CPC-1399.fna_4258	10685	0.7823116518483856	0.4639213851193262	0.0111888888478278	0	1.1313235693008954	0.0109451040704355	0.0187178287318671	0.4988156034272075	0.0			0.0	0.995	1.0	0	1	1	1	0
TOBG_CPC-1399.fna_44949	7047	1.7692635163899533	0.751667376188449	0.0072853271465574	1	1.717646146341808	0.0204626737439947	0.0791826309067688	0.7903382340294475	0.0			0.0	0.996415770609319	1.0	5	6	11	2	0
TOBG_CPC-1399.fna_45254	8601	1.3391466108592025	0.6660853389140797	0.0094464944737423	1	1.333029962120908	0.0143744317578771	0.0315079641902104	0.6934782174304365	0.0			0.0	0.970479704797048	0.974169741697417	10	2	12	8	7
TOBG_CPC-1399.fna_4530	145927	1.2016761805560314	0.5988542216313636	0.0107542341588088	1	1.3527857157440957	0.0035412995951781	0.0244300232307934	0.6539181833014253	0.0			0.0	0.987938288920056	0.99382889200561	26	50	76	43	22
TOBG_CPC-1399.fna_5030	30929	1.008568010604934	0.5601215687542436	0.0111961278164423	1	1.2275561739009897	0.0069801612676111	0.021145203530667	0.5895764293282668	0.0			0.0	0.9908256880733946	0.992354740061162	4	5	9	6	5
TOBG_CPC-1399.fna_5170	40967	1.1644982546928015	0.5684331291039129	0.0124469028093427	1	1.4882920453114077	0.0073532000282264	0.0326360241169721	0.6423684308268492	0.0			0.0	0.9917726252804788	0.9970082273747196	6	23	29	11	4
TOBG_CPC-1399.fna_552	11942	0.0336627030648132	0.0152403282532239		0	0.2885737241787263	0.0026408056171448	0.0	0.0292867484395337				0.0	0.0	0.0	0	0	0	0	0
TOBG_CPC-1399.fna_5772	16444	1.0857455606908295	0.5277304792021406	0.0135974496847293	1	1.3693640994779517	0.0106789464668903	0.0296764777426416	0.6166141401904628	0.0			0.0	0.9754098360655736	0.9754098360655736	13	0	13	12	12
TOBG_CPC-1399.fna_5861	45830	0.8933667903120227	0.4884355225834606	0.0119269023796838	0	1.2611093369954829	0.0058909122100081	0.0217761291730307	0.5456297459907733	0.0			0.0	0.9919839679358716	0.995991983967936	6	10	16	8	4
TOBG_CPC-1399.fna_5865	15215	0.7447913243509694	0.4659217877094972	0.0147692304391127	0	0.985602058228379	0.007990609288856	0.004272099901413	0.4819330196577565	0.0			0.0	0.9846153846153848	0.9846153846153848	1	0	1	1	1
TOBG_CPC-1399.fna_6251	24953	1.180379112731936	0.5957199535126037	0.017362903938236	1	1.3554255567942353	0.0085807053514702	0.0266100268504789	0.6473484276057353	0.0			0.0	0.9743975903614458	0.983433734939759	13	15	28	17	11
TOBG_CPC-1399.fna_6341	31306	1.0493515620008944	0.5687727592154859	0.0043635498532901	1	1.2422731455250309	0.0070211821981711	0.0149172682552865	0.6040935881008282	0.0			0.0	0.9957173447537472	0.9957173447537472	2	1	3	2	2
TOBG_CPC-1399.fna_6385	29836	1.0757809357822763	0.5227912588818876	0.0083086786307687	1	1.4521419670745317	0.0084070969495893	0.0383094248558788	0.613225934415844	0.0			0.0	0.9877515310586176	0.9912510936132984	13	9	22	14	10
TOBG_CPC-1399.fna_6932	18079	1.4528458432435425	0.6969965152939875	0.0096430463675663	1	1.5190868732384728	0.0112981521732246	0.0480668178549698	0.7227575485365174	0.0			0.0	0.9861910241657076	0.9942462600690448	10	15	25	12	5
TOBG_CPC-1399.fna_7871	69904	1.0174525062943465	0.5340037766079194	0.0172952891046744	1	1.307772882498508	0.0049463451821558	0.0235894941634241	0.5927836095900201	0.0			0.0	0.979381443298969	0.9878714372346876	22	41	63	34	20
TOBG_CPC-1399.fna_7999	5863	0.7385297629200068	0.4388538290977315	0.0100000001490115	0	1.0900262744367075	0.0142368549207753	0.0136448916936721	0.4790607155887493	0.0			0.0	0.9875	1.0	0	1	1	1	0
TOBG_CPC-1399.fna_8212	21680	0.5702490774907749	0.3834870848708487		0	0.8349219049748893	0.0056705636897876	0.0	0.3956065799707629				0.0	0.0	0.0	0	0	0	0	0
TOBG_CPC-1399.fna_8232	6260	0.0544728434504792	0.0501597444089456		0	0.2452177621216821	0.0030995557268391	0.0	0.046961064807878				0.0	0.0	0.0	0	0	0	0	0
TOBG_CPC-1399.fna_8314	50065	1.3879756316788174	0.6475382003395586	0.0121432452108927	1	1.5351142231846209	0.0068608499727561	0.0481773694197543	0.7064133586518746	0.0			0.0	0.9908789386401328	0.9970978441127696	7	38	45	22	7
TOBG_CPC-1399.fna_8941	9552	1.4774916247906198	0.6776591289782244	0.0085804290116116	1	1.5008080144803717	0.0153567996264824	0.044179229480737	0.7287257845842865	0.0			0.0	1.0	1.0	0	4	4	0	0
TOBG_CPC-1399.fna_9237	53091	1.1578421954756928	0.5843363281912188	0.0077695222224218	1	1.3517772922367255	0.0058667662377074	0.0277824866738241	0.640260333810766	0.0			0.0	0.985084745762712	0.9898305084745764	15	13	28	22	15
TOBG_CPC-1399.fna_9792	9983	1.143043173394771	0.5818892116598217	0.0121673007881686	1	1.273078423972506	0.0127422574366821	0.0263447861364319	0.6355285737022546	0.0			0.0	0.9771863117870724	0.988593155893536	4	6	10	6	3
TOBG_CPC-1399.fna_9991	11797	1.08968381791981	0.5178435195388658	0.0167272724888541	1	1.3419097410192573	0.0123553747797458	0.0186488090192421	0.6179450418507733	0.0			0.0	0.9636363636363636	0.968181818181818	7	1	8	8	7
TOBG_CPC-1399.fna_MHASMcontig_266331	7248	0.8024282560706402	0.3602373068432671	0.004703847582702	0	1.430561513830429	0.016804570090965	0.0354580573951434	0.5076395211158244	0.0			0.0	0.9922178988326849	0.9961089494163424	1	2	3	2	1
TOBG_CPC-1399.fna_MHASMcontig_308215	10247	0.0193227286034937	0.0193227286034937		0	0.1376566771457506	0.0013599411221915	0.0	0.0169172382592569				0.0	0.0	0.0	0	0	0	0	0
TOBG_CPC-320.fna_10009	39534	1.8466636313047	0.7605352354934992	0.0125291161340225	1	1.770188673510021	0.0089030676090103	0.0839024637021298	0.8041887289491365	0.0			0.0	0.9936689779921616	0.9972867048537836	9	52	61	21	9
TOBG_CPC-320.fna_10123	43321	2.6593568938851826	0.8520578934004294	0.0174944712188992	2	2.1969891621528133	0.0105556186202234	0.1897463124119942	0.904460178304253	0.0			0.0	0.9889294403892944	0.9965936739659368	42	180	222	91	28
TOBG_CPC-320.fna_1018	22826	1.8744414264435292	0.650354858494699	0.0162940193471454	1	2.0001330579609444	0.0132389485615871	0.115000438096907	0.8089331246604102	0.0			0.0	0.9897142857142858	0.9954285714285714	19	49	68	27	12
TOBG_CPC-320.fna_10439	16514	1.8273586048201529	0.7884219450163498	0.0201910669639916	2	1.5624111820674724	0.0121585657608916	0.0687901174760809	0.800822252230563	0.0			0.0	0.9850352112676056	0.9947183098591548	8	31	39	17	6
TOBG_CPC-320.fna_10640	10922	1.7265152902398828	0.7184581578465482	0.0274638983790042	1	1.7647824700081691	0.0168872906289321	0.0776414576084966	0.7822729361484859	0.0			0.0	0.9740566037735848	0.9882075471698112	12	33	45	22	10
TOBG_CPC-320.fna_10830	18222	1.628306442761497	0.7653386016902645	0.0113751951084342	1	1.454982838264248	0.0107788335811153	0.0510372077708264	0.7625491416099064	0.0			0.0	0.989247311827957	0.9978494623655914	6	13	19	10	2
TOBG_CPC-320.fna_10834	16970	1.8090159104301708	0.7206246317030053	0.021429009756166	1	1.7394859773146376	0.0133534291728537	0.0853270477312905	0.7975699833402512	0.0			0.0	0.9910220994475138	0.9972375690607734	5	39	44	13	4
TOBG_CPC-320.fna_10949	14857	1.6230059904422158	0.7040452312041462	0.0119960958228104	1	1.5096435993404107	0.0123857835068891	0.0459715958807296	0.7614351957336728	0.0			0.0	0.985358711566618	0.9897510980966324	7	8	15	10	7
TOBG_CPC-320.fna_1153	16333	1.5228065878895487	0.7196473397416274	0.0107344983103937	1	1.4527129722892318	0.0113673734767995	0.038327312802302	0.7393660162779669	0.0			0.0	0.9952076677316294	0.9984025559105432	2	7	9	3	1
TOBG_CPC-320.fna_44010	16418	2.025947131197466	0.807162870020709	0.0223385993508691	2	1.680304213919679	0.0131141762891429	0.0850286271165793	0.8328579646299806	0.0			0.0	0.995702005730659	0.998567335243553	2	34	36	6	2
TOBG_CPC-320.fna_44590	21296	1.909231780616078	0.7653080390683696	0.0214664972311741	2	1.6958808017770508	0.0116213478739322	0.0833959429000751	0.8147134368375124	0.0			0.0	0.983108108108108	0.9949324324324323	11	46	57	30	9
TOBG_CPC-320.fna_49565	11256	2.1828358208955225	0.7469793887704336	0.0198298535079405	2	2.2443905413211884	0.0211556162261833	0.1321961620469083	0.8544803325242399	0.0			0.0	0.980510752688172	0.9905913978494624	15	42	57	29	14
TOBG_CPC-320.fna_5074	60601	2.388508440454778	0.838269995544628	0.0192437147494242	2	2.0095683612565334	0.0081633134476717	0.141647827593604	0.8786471611184902	0.0			0.0	0.9910298229263746	0.9962721342031688	46	202	248	77	32
TOBG_CPC-320.fna_5244	48079	1.8606044218889743	0.7669876661328231	0.0171244659382632	1	1.689355836968216	0.0077045617476274	0.0770398718775348	0.8065843356221434	0.0			0.0	0.9859611231101512	0.9967602591792656	32	88	120	52	12
TOBG_CPC-320.fna_5300	8088	2.981824925816024	0.8403808110781404	0.0138600941835175	2	2.4847787931428607	0.0276308350531467	0.2309594460929772	0.9281339571965452	0.0			0.0	0.9978586723768736	0.9994646680942184	2	32	34	4	1
TOBG_CPC-320.fna_5786	26702	2.169275709684668	0.7866826454947194	0.0203100939489417	2	1.97282179453182	0.0120732472222652	0.1090929518388135	0.8527274683196814	0.0			0.0	0.9876416065911432	0.9948506694129764	21	80	101	36	15
TOBG_CPC-320.fna_5945	14958	2.6531621874582165	0.8556625217275037	0.0223572558680338	2	2.2635340518386173	0.0185082256375044	0.1692071132504345	0.903936150681498	0.0			0.0	0.9802449624654288	0.9924930857368628	19	71	90	50	19
TOBG_CPC-320.fna_6049	10891	1.9460104673583691	0.7392342300982463	0.0144238729871343	2	1.7235814737272417	0.0165164945146901	0.0865852538793499	0.8206340672145964	0.0			0.0	0.9957582184517496	0.9968186638388123	7	12	19	4	3
TOBG_CPC-320.fna_613	101648	1.7989630883047378	0.7460746891232488	0.0155208237495156	1	1.671527127708629	0.0052428344753591	0.0734101999055564	0.7957650857014339	0.0			0.0	0.9892790136692576	0.9945054945054944	54	131	185	80	41
TOBG_CPC-320.fna_6203	7141	0.9934182887550764	0.5177146057975074	0.0128045356273651	1	1.2365331520187317	0.0146337846132378	0.0140036409466461	0.58404922247163	0.0			0.0	1.0	1.0	0	1	1	0	0
TOBG_CPC-320.fna_6209	26209	2.1175550383456065	0.8090350642908924	0.0153864638384225	2	2.017841865004584	0.01246436586304	0.1006524476324926	0.8458456797638083	0.0			0.0	0.985216072782411	0.9920394238059136	25	50	75	39	21
TOBG_CPC-320.fna_6410	84919	2.170927589820888	0.7876446967109834	0.0162083126404396	2	1.9011412901306168	0.0065240084622565	0.1258022350710677	0.8529421249424977	0.0			0.0	0.989796873537396	0.9951324534306842	70	207	277	109	52
TOBG_CPC-320.fna_6465	36521	2.4144738643520167	0.8103283042633006	0.0195801830401528	2	2.1946383228133506	0.0114841160936478	0.1516387831658497	0.8813978212747805	0.0			0.0	0.9888046226074396	0.9969302997472012	36	140	176	62	17
TOBG_CPC-320.fna_6537	45569	1.775812504114639	0.7339638789527969	0.0145957650259734	1	1.7006536375544397	0.007966836208457	0.07384406065527	0.7915471580729446	0.0			0.0	0.9958395245170876	0.999405646359584	16	58	74	14	2
TOBG_CPC-320.fna_663	7217	1.846196480532077	0.7318830539005127	0.0118011391834972	2	1.7850889671588104	0.0210141391421279	0.0933906055147568	0.8041079412877317	0.0			0.0	0.9940652818991098	1.0	3	10	13	4	0
TOBG_CPC-320.fna_7004	5941	1.5401447567749538	0.5557986870897156	0.0190240659441821	1	1.7869938890927417	0.0231862142646965	0.0826460191886887	0.743325830197306	0.0			0.0	0.9816700610997964	0.9918533604887984	5	11	16	9	4
TOBG_CPC-320.fna_7138	16587	2.047205642973413	0.784530053656478	0.0150002891973811	2	1.831544993072184	0.0142215443940393	0.1023090371978055	0.8359661684912981	0.0			0.0	0.99469652327637	0.9970536240424278	8	32	40	9	5
TOBG_CPC-320.fna_7450	29485	1.8615906393081227	0.7340342547057827	0.0190825374387005	1	1.7760312421249185	0.0103432590036885	0.0890622350347634	0.8067526944648962	0.0			0.0	0.9912414318354912	0.996953541507997	10	54	64	23	8
TOBG_CPC-320.fna_7623	25166	1.531669713104983	0.6831836604943178	0.0186558724121781	1	1.5974312214110538	0.010069866221939	0.0563855996185329	0.7413978132762196	0.0			0.0	0.9943622269203664	0.9985905567300916	10	26	36	8	2
TOBG_CPC-320.fna_7845	13499	2.2479442921697905	0.8607304244758871	0.0138902433830694	2	1.7392666718340948	0.0149703330760285	0.0952663160234091	0.8626104297469557	0.0			0.0	0.995334370139969	0.999222395023328	6	20	26	6	1
TOBG_CPC-320.fna_8103	12279	2.6678882645166544	0.873198143171268	0.0143845428577916	2	2.1577884155727385	0.0194735460843388	0.1908135841680918	0.905177194809319	0.0			0.0	0.9961587708066582	0.998719590268886	4	38	42	9	3
TOBG_CPC-320.fna_858	41476	2.254942617417301	0.8225238692255762	0.0143835389813811	2	1.8147805406521769	0.0089110917747466	0.1122576911949079	0.8634568136909804	0.0			0.0	0.9933419243986256	0.996778350515464	26	62	88	31	15
TOBG_CPC-320.fna_8632	89542	2.377308972325836	0.8164213441736838	0.0174975769070652	2	2.043931349481762	0.0068305446517538	0.142927341359362	0.8774411336225292	0.0			0.0	0.9913267698077824	0.996874511642444	68	270	338	111	40
TOBG_CPC-320.fna_8693	31394	2.285978212397273	0.8446199910810983	0.0171907445536749	2	1.822789412217232	0.0102877425439329	0.1109129132955341	0.8671478949445804	0.0			0.0	0.9931074095347502	0.996553704767375	19	55	74	24	12
TOBG_CPC-320.fna_8997	28527	3.0473235881796192	0.8818312475900024	0.0198987412074255	3	2.140506624761547	0.0126734873989923	0.2318855820801346	0.9321724434868646	0.0			0.0	0.9897203325774754	0.9969765684051398	36	178	214	68	20
TOBG_CPC-320.fna_9244	26542	1.401815989752091	0.6636274583678697	0.0142989862602924	1	1.4630767212195124	0.0089806642327813	0.0366212041293044	0.709979456527738	0.0			0.0	0.9907407407407408	0.9969135802469136	6	22	28	9	3
TOBG_CPC-320.fna_946	42146	1.7254543728942249	0.7152280168936553	0.0142056156199986	1	1.6307751306972864	0.0079436673766996	0.065368006453756	0.7820688760429982	0.0			0.0	0.9938294010889293	0.9978221415607984	15	33	48	17	6
TOBG_CPC-320.fna_9464	68021	2.134796606930213	0.8072065979623939	0.0170016944378309	2	1.8627627423255375	0.0071423187656896	0.1164199291395304	0.8481747975747627	0.0			0.0	0.9917918929157722	0.9964642000252556	45	157	202	65	28
TOBG_CPC-320.fna_9563	14244	2.626298792474024	0.7312552653748947	0.0178316185524413	2	2.466680353837995	0.0206686512686499	0.2208649255827015	0.9016302394615135	0.0			0.0	0.972027972027972	0.986013986013986	45	81	126	88	44
TOBG_CPC-320.fna_9575	36308	2.3430098050016523	0.8014211743968271	0.0187083431878867	2	2.0790412641837155	0.0109110846862342	0.1616999008482978	0.8736725151643648	0.0			0.0	0.9887583035258048	0.9957417816385624	39	136	175	66	25
TOBG_CPC-320.fna_9655	40791	2.0169154960653084	0.7392807236890491	0.0166347584591841	2	2.198572575023995	0.0108858903030173	0.0996298203034983	0.8315196887209833	0.0			0.0	0.9867125984251968	0.9945866141732284	35	94	129	54	22
TOBG_CPC-320.fna_11638	20377	3.323207537910389	0.8792756539235412	0.0210992019376069	3	2.5332587258435977	0.0177468010743826	0.269666781174854	0.946836981002414	0.0			0.0	0.9881710646041856	0.9970882620564148	24	153	177	65	16
TOBG_CPC-320.fna_117	52206	2.15639964755009	0.7848523158257672	0.0182336223794814	2	1.953712915302048	0.0085507596153433	0.1146228402865571	0.8510434890988724	0.0			0.0	0.988135026737968	0.9969919786096256	20	137	157	71	18
TOBG_CPC-320.fna_12078	24058	1.3079225205752765	0.6672208828664062	0.0184058997051371	1	1.2995665194841834	0.0083787219803819	0.0227367195943137	0.6849095648568256	0.0			0.0	0.9981718464351006	1.0	0	6	6	1	0
TOBG_CPC-320.fna_12317	42196	2.353090340316618	0.8332780358327804	0.0189745828917995	2	2.002464988562967	0.0097484245772154	0.1287562802161342	0.8747919807061516	0.0			0.0	0.9854592306276458	0.9942941284741396	41	134	175	79	31
TOBG_CPC-320.fna_12549	43268	2.3436026624757327	0.8225478413608209	0.0186676535142206	2	1.980996543550764	0.009523691655157	0.1305814920957751	0.8737386294305916	0.0			0.0	0.9876106194690264	0.9973451327433628	30	139	169	70	15
TOBG_CPC-320.fna_12777	7621	1.761317412413069	0.7673533657000393	0.0137376576921214	1	1.7180485741636793	0.0196814890421629	0.0754494160871276	0.7888619882411543	0.0			0.0	0.9895652173913044	0.9965217391304348	4	12	16	6	2
TOBG_CPC-320.fna_12851	19989	1.5244384411426284	0.7399569763369853	0.0111080999296855	1	1.3576005615355593	0.00960256683434	0.0369203061683926	0.7397413002284928	0.0			0.0	0.9905149051490516	0.9986449864498644	3	12	15	7	1
