genome	coverage	breadth	nucl_diversity	length	true_scaffolds	detected_scaffolds	coverage_median	coverage_std	coverage_SEM	breadth_minCov	breadth_expected	nucl_diversity_rarefied	conANI_reference	popANI_reference	iRep	iRep_GC_corrected	linked_SNV_count	SNV_distance_mean	r2_mean	d_prime_mean	consensus_divergent_sites	population_divergent_sites	SNS_count	SNV_count	filtered_read_pair_count	reads_unfiltered_pairs	reads_mean_PID	divergent_site_count	reads_unfiltered_reads
TOBG_MED-713.fna	23.927760916680583	0.9975466623666068	0.0028410923521867	1041846	8	8	24	5.992450607809411	0.0058753892537422	0.9927695647917256	0.999999999332988	0.0064112789181373	0.9991134211790822	0.999526255591876	1.2813140974424972	False	1338.0	22.651718983557547	0.5708977208621171	0.9826269952683264	917	490	1775	4374	152360	152519	0.9933411603386776	6149	305765
TOBG_MED-718.fna	3.042838529066489	0.936522226164678	0.0053650136255135	1023051	20	20	3	1.9696231452585231	0.0019511263422879	0.1997124288036471	0.9319032929189728	0.0	0.9978660506274596	0.9993245756573153		False	34.0	12.852941176470589	0.3643786498580707	1.0	436	138	213	1099	19057	19526	0.9900627431629444	1312	40746
TOBG_MED-729.fna	2.415019562476441	0.8839425214147375	0.0112336185589612	1538660	50	50	2	1.7750043484689575	0.0014356352476128	0.1119883535023981	0.8814549561394809	0.0	0.994330052462974	0.9978237151214076		False	41.0	45.19512195121951	0.1684412737086558	0.9366279271767076	977	375	650	2092	22717	22883	0.9830664819577892	2742	46165
TOBG_MED-730.fna	0.9843715237274095	0.572867407144427	0.0198452406146793	1478775	43	43	1	1.145364313524441	0.0009446246592019	0.0096708424202464	0.5807131786627105	0.0	0.990699951052374	0.9955947136563876		False					133	63	115	271	9113	9642	0.9594357380963467	386	19605
TOBG_MED-731.fna	10.000998928024222	0.996957561081618	0.0049730151741376	1095174	13	13	10	3.911522299616594	0.0037421447165126	0.9184768812992272	0.9998538507288538	0.0	0.9983179108691588	0.9996351496979796		False	13.0	18.23076923076923	0.535893893727063	1.0	1692	367	1021	6740	66862	67075	0.9913191678894344	7761	134678
TOBG_MED-735.fna	1.6314217243493283	0.7535845733712311	0.0168120133733752	2242875	38	38	1	1.802754761448133	0.001205788862242	0.0391247840383436	0.763201422365279	0.0	0.9869518643449722	0.994199562403136		False	334.0	21.365269461077844	0.2156654745756715	0.855853098788647	1145	509	608	2101	22343	23189	0.9759488091819928	2709	47743
TOBG_MED-743.fna	1.4015413548191982	0.73308333926837	0.0090573812155095	1937646	80	80	1	1.3694985006333673	0.0009879272869623	0.0211178925355817	0.7099091172502401	0.0	0.9904445367677608	0.9957965737188104		False	40.0	20.575	0.5430798655918521	0.9528508771929824	391	172	174	511	16668	16994	0.9881933370215488	685	35363
TOBG_MED-746.fna	12.137288456518792	0.983611707919624	0.0033767763607189	1674183	46	46	12	5.820996334357961	0.0045112049116609	0.909143146239091	0.999977840088884	0.0009893693310228	0.9983023142137822	0.9994192127573466		False	917.0	37.17339149400218	0.3939966779785596	0.905810392416318	2584	884	4612	7860	124011	124703	0.9897737141443758	12472	250718
TOBG_MED-762.fna	3.3148969979243765	0.9424212627213692	0.010161807862945	1880399	44	44	3	2.1163049445131428	0.0015469346251355	0.2505218307391144	0.9464454248716416	0.0	0.997117268580138	0.9990298908255691		False	208.0	28.08173076923077	0.5846728985713655	0.9893003408628408	1358	457	915	4477	38169	39147	0.9846247605108132	5392	79872
TOBG_MED-763.fna	2.513829402876448	0.8757288072350143	0.018465282075075	2111841	38	38	2	2.2095953112324325	0.0015232286641697	0.1248289999105046	0.8913595380148218	0.0006451060097647	0.9889196150505084	0.997549493777004		False	420.0	34.87380952380953	0.3212626107347953	0.9472044795356492	2921	646	895	7064	32392	34654	0.975645181578762	7959	71971
TOBG_MED-779.fna	3.07886014267376	0.9217433788262944	0.0117641684842503	1565810	74	74	3	4.935991775457808	0.0039633941903404	0.1828931990471385	0.934035166583482	0.0005111697541668	0.9930615694052576	0.9978594574964382		False	1580.0	55.062025316455696	0.2032882931049434	0.8146700412559436	1987	613	1007	4218	29489	31748	0.98120870046049	5225	68436
TOBG_MED-796.fna	0.8967189229718912	0.5383689903813462	0.0177629407574743	2205922	61	61	1	1.1484693491487696	0.0007754052063836	0.0119618916716003	0.5469726631099324	0.0	0.9862053283813998	0.9922689203016636		False	28.0	45.42857142857143	0.0762536037052094	0.9342825230778812	364	204	296	571	12076	13532	0.9637644018243976	867	28725
TOBG_MED-797.fna	3.1431251502261937	0.9417226039258088	0.0086267328669989	2604406	26	26	3	1.8882802336988	0.0011712407664687	0.2190918005871588	0.9376741809242802	0.0	0.997616560697086	0.99932001878711		False					1360	388	983	4722	50125	50442	0.9874985161102366	5705	101320
TOBG_MED-806.fna	7.736193224275757	0.9801317198684684	0.0173871506021157	2656395	83	83	8	3.889568669313967	0.0023939574362959	0.7897323252001303	0.998920285491784	0.0002530408108212	0.9915332000852304	0.9982319918430425	2.259698298272642	False	473.0	31.08245243128964	0.3427103510868219	0.924268841188448	17762	3709	8828	65227	125133	129264	0.9745895684313016	74055	261446
TOBG_MED-815.fna	1.2743028716470182	0.7070012057320917	0.0058251439371899	3392130	62	62	1	1.1707884464352676	0.0006368504924483	0.0126625453623534	0.6754155193271567	0.0	0.9977649989523432	0.9994179684771728		False					96	25	40	235	26788	26861	0.9920977007887894	275	53883
TOBG_MED-818.fna	2.1084414931801865	0.8494364680545585	0.0139134213246873	1393000	54	54	2	1.6128358250048216	0.0013718444619855	0.0781083991385498	0.8446001550004693	0.0	0.9941179173751208	0.997619594687744		False					640	259	583	1558	17893	18334	0.9779428030147924	2141	37194
TOBG_MED-820.fna	1.374743268259886	0.7273517402982427	0.0023265700655775	2062951	28	28	1	1.2273235079095048	0.0008556673528546	0.0174361872870465	0.7029629218968689	0.0	0.9996663886572144	0.9999165971643036		False					12	3	8	56	17364	17407	0.9929558533216256	64	34961
TOBG_MED-828.fna	10.922848947972106	0.9928035030626527	0.0199795737068409	2136873	85	85	11	4.32077599574684	0.0029676107269593	0.9212601778393008	0.9999352434446162	0.0	0.9940988999378244	0.9991400049577978		False	1198.0	15.34974958263773	0.2904555459339457	0.973851417459116	11617	1693	3943	72219	143002	144889	0.9776434663373677	76162	291694
TOBG_MED-856.fna	1.646854830672993	0.7252509326639197	0.0200063774022908	1796199	53	53	1	1.5907691284669274	0.0011904613740894	0.0532741639428592	0.76640649105958	0.0	0.9839065324847688	0.9919532662423844		False	32.0	31.78125	0.4200083123570522	0.9707924836601308	1540	770	1152	2226	18039	19115	0.9636658547439032	3378	39078
TOBG_MED-899.fna	0.9390465654353656	0.5425509957667786	0.0108795027335968	1938004	67	67	1	1.5963331805895276	0.0011506757524849	0.0148167908838165	0.563592184990634	0.0	0.980080097510012	0.9856520982065122		False	151.0	35.913907284768214	0.454497756478679	0.9716130604288498	572	412	488	447	11123	11504	0.9839963911868026	935	23629
TOBG_MED-928.fna	1.3469208890195512	0.7194731782825661	0.0051570528779488	3796047	37	37	1	1.2157610539478374	0.0006246060880166	0.0157769384836383	0.6955751879565635	0.0	0.9973618300217064	0.9985807313407914		False					158	85	130	282	31790	31866	0.9917952227928404	412	63963
TOBG_MED-955.fna	2.7438434535792906	0.9054833715457622	0.0131819758357949	1488172	49	49	2	1.9220185348644587	0.0015807596949574	0.1644541087992517	0.911328235797062	0.0	0.9937687957635984	0.9978875196129708		False					1525	517	1168	3626	24932	26061	0.9788884094404098	4794	54933
TOBG_MED-965.fna	1.6860297376540578	0.7727070299848285	0.0119902902546233	1877216	72	72	1	1.5461275571501492	0.0011328188255019	0.0451114842404922	0.7743486699336121	0.0	0.99507581125124	0.9983822209626376		False	28.0	38.92857142857143	0.2531764621624559	0.9499299719887956	417	137	247	1154	19278	19549	0.9835195890378868	1401	40042
TOBG_NAT-108.fna	0.940239560390119	0.5234846486249921	0.0151090057904178	2444895	122	122	1	1.1934469633780382	0.0007670984735892	0.0150149597426473	0.5640516612785456	0.0	0.9804957777172432	0.9903568509942796		False					716	354	694	699	14698	16655	0.9561955062073988	1393	33748
TOBG_NAT-118.fna	6.248678968306821	0.9352086433836942	0.0037420994142078	1381496	37	34	6	3.2175261294261515	0.0027448189463905	0.7214932218406712	0.9959844603374224	0.0	0.9959768846439392	0.997408551879126		False	1.0	3.0	0.1249999999999998	1.0	4010	2583	3118	4400	52746	52870	0.9883985643232116	7518	106512
TOBG_NAT-143.fna	4.338779903652116	0.923424873257394	0.0034101083712833	2084737	31	31	4	2.561234517350496	0.0017765219208017	0.457254320329135	0.978315176802072	0.0	0.9961773082753304	0.9971130494988224		False	1.0	6.0	0.6315789473684227	1.0	3644	2752	7019	2935	55374	55712	0.985494553558428	9954	111843
TOBG_NAT-146.fna	1.740811344815697	0.7281808365604111	0.0150588101317016	1453069	30	30	1	2.128705615766467	0.0017695838088793	0.059747334779009	0.7850041207833331	0.0	0.988135964154486	0.9938836863747884		False	18.0	8.944444444444445	0.4289147621519304	0.946969696969697	1030	531	619	1870	15427	15794	0.972686696968016	2489	32288
TOBG_NAT-154.fna	9.932843427327438	0.8895811424930125	0.0051908880390048	1978883	76	74	11	5.230303348115977	0.0037324267927103	0.8368549328080538	0.9998447852236536	0.0	0.9923298861499557	0.9951734199336004		False	54.0	11.01851851851852	0.6528174630745239	0.983490566037736	12702	7993	12069	13889	119769	120245	0.9830581332352876	25958	241702
TOBG_NAT-175.fna	3.573401855046508	0.8990753299884553	0.0088971740639283	1822488	66	66	3	3.975863201347352	0.0029558180830349	0.274183423978649	0.9573749784584964	0.0008400342022855	0.9937962281066888	0.996776039832218		False	4276.0	43.728718428437794	0.4529650727611141	0.9661131665064544	3100	1611	3191	5171	39718	41440	0.9781647301549784	8362	84825
TOBG_NAT-181.fna	2.041724818504097	0.830069157139175	0.010569707353621	2975687	114	114	2	1.5732142899387496	0.0009155130561812	0.0712279214850217	0.8351703915532404	0.0	0.9926917415263832	0.9962066883067864		False					1549	804	1230	2205	37026	37412	0.9814662758563824	3435	75514
TOBG_NAT-200.fna	2.740573150991985	0.8288738464613512	0.016784488852036	1120682	53	52	2	2.297360913283774	0.0021804789234091	0.1913807842010489	0.9110718103078258	0.0	0.9849587601467756	0.992442080036554		False	29.0	18.344827586206897	0.4508991585474086	0.9922589725545392	3226	1621	2196	4608	18699	20023	0.9687870716698624	6804	43486
TOBG_NAT-231.fna	1.874007983189323	0.7815754766318954	0.0048752805297464	1487626	65	65	2	1.569567944634583	0.001292526108113	0.0631691029869066	0.8088599835642661	0.0	0.98518707700166	0.9867407312816584		False					1392	1246	1257	281	17033	17259	0.9793592864120982	1538	35017
TOBG_NAT-284.fna	2.930086170311062	0.8859818347560388	0.0057260822392305	2500049	31	31	3	1.9725008126285168	0.0012490568370489	0.2030676198746504	0.9247745811399136	0.0	0.9914552305689224	0.9937066532198496		False					4338	3195	4260	2891	45311	45482	0.9809285174649848	7151	91285
TOBG_NAT-39.fna	4.41328375615993	0.9390294098024412	0.0173280844184087	2742929	148	148	4	2.6885835113016574	0.0016321962757735	0.4535797317393195	0.9796958413983212	0.0	0.9907317280974683	0.9958437053154114		False	227.0	28.58590308370044	0.5047316966298473	0.9540832215898064	11531	5171	8212	23503	74160	77957	0.9737994190285152	31715	160467
TOBG_NAT-43.fna	2.9693864907929024	0.9124729114387852	0.0146608681380303	2074215	104	104	3	2.0652500152238367	0.0014412335876008	0.1967505779294817	0.9273402920331084	0.0	0.9915805568692218	0.9955672955111822		False	88.0	32.15909090909091	0.0824735049799515	0.8417318385645579	3436	1809	3024	6240	37720	38338	0.9768186580021248	9264	77554
TOBG_NAT-52.fna	4.613917555574827	0.9412030096922994	0.0153441899745307	1937208	84	84	4	2.72460905584865	0.001966108838774	0.4875888391953781	0.9829923017905065	0.0	0.9902494386281034	0.9949701501544104		False	1.0	3.0	0.0976562499999996	1.0	9210	4751	9737	17009	54354	56062	0.9712305105501738	26746	113538
TOBG_NAT-68.fna	2.2596905532002878	0.698458317818557	0.005289427375959	2089406	60	59	2	2.216901033154722	0.0015381040634288	0.1643653746567206	0.8640280627755583	0.0	0.969379138446128	0.9715222493346456		False	119.0	32.21008403361345	0.7637816523281262	1.0	10516	9780	12535	1640	28769	32001	0.9516553728692358	14175	65898
TOBG_NP-104.fna	2.6168940891616383	0.6064472506455622	0.0081190877319733	1552910	93	90	1	3.3553758254996127	0.0027088487395157	0.2302870095498129	0.900809940932882	0.0	0.9531870866714204	0.9571913929784824		False	85.0	16.44705882352941	0.6463901930741851	0.9909803921568628	16741	15309	15128	3492	24606	29140	0.9388322981557468	18620	63233
TOBG_NP-1052.fna	1.2774674321370838	0.6016911344729197	0.0064203131219378	2351321	108	98	1	1.4248727736723816	0.0009335212838189	0.0319092969441432	0.6763212419624199	0.0	0.9652534353383356	0.9675058977195484		False					2607	2438	2429	435	18348	19510	0.954847159773716	2864	40332
TOBG_NP-52.fna	3.212408376244142	0.8851759160849265	0.0065891462699265	1965511	53	51	3	2.5742028710708014	0.0018411085136176	0.2586019615255269	0.9413728041013376	1.1327489630712637e-06	0.9894429306393068	0.9919434962668582		False					5366	4095	4663	2907	40014	40390	0.9784411409103178	7570	81347
TOBG_NP-944.fna	2.2922271982401505	0.7263629642068937	0.0257124026999145	1256471	65	65	2	2.1752617242799404	0.0019507151736292	0.1626173624381302	0.867878934789635	0.0	0.9635970321646014	0.9749955952311036		False					7438	5109	4900	6849	17480	19943	0.9465751391301278	11749	42066
TOBG_NP-965.fna	1.2583358414574233	0.4105713377452822	0.0142020565001116	1418723	35	29	0	2.45375727344919	0.0020651757110806	0.0698762196707884	0.6708068268220861	0.0	0.9570282947495838	0.967085287738942		False	203.0	17.2807881773399	0.6220775807686507	0.974698322797007	4260	3263	3305	2409	10879	14515	0.9374650783687554	5714	34686
TOBG_NP-970.fna	1.1997907447266805	0.5492529578866872	0.0242844260617896	2539482	102	98	1	1.4331886329646704	0.0009029886444124	0.0307724173670063	0.6533415326236958	0.0	0.9839787065236864	0.9909144421979372		False					1252	710	869	1846	18560	19252	0.9619754056795468	2715	39120
TOBG_SAT-1510.fna	0.9185365957339918	0.4552804684274562	0.0075980679513537	1552599	46	46	0	1.4290809583512671	0.0011503178685225	0.0235257139802356	0.5556167059336181	0.0	0.9722389530745222	0.9760992169961124		False					1014	873	931	255	8706	10783	0.9464204106509112	1186	22676
TOBG_SAT-2619.fna	1.6719921804546274	0.6674141558041091	0.0089016366641821	1203139	27	27	1	1.717292301818624	0.0015691458367765	0.0705529452540396	0.7715342785280667	0.0	0.9671437827649172	0.9718089179478118		False					2789	2393	2383	981	12209	13268	0.949377485482745	3364	27682
TOBG_SP-2983.fna	3.5713800728398803	0.6570568796448023	0.0090077900343687	1428613	42	40	2	3.829401844296499	0.0032133227823557	0.3576034937383322	0.9572988148693952	0.0	0.9610180141208158	0.965336078938766		False	16.0	18.25	0.3180786742779756	0.8688401442307692	19915	17709	19561	5558	30973	37104	0.9380395058443668	25119	78658
TOBG_SP-30.fna	2.369715700647762	0.8296312932211853	0.0044835208866308	2631522	94	91	2	1.7895668692843711	0.0011071371224771	0.1228194178122014	0.8766166327252438	0.0	0.9818905823602576	0.9837408184355296		False					5853	5255	5275	1291	38419	38774	0.9758721429151556	6566	78278
TOBG_SP-4288.fna	0.8332918271326034	0.4936609866701565	0.0130979580404792	1574062	20	17	0	1.3219361266122065	0.0010549993897411	0.0152802113258562	0.520876402912681	0.0	0.9729752203558956	0.9817063030101446		False					650	440	428	487	7984	8117	0.9624580212903984	915	16652
TOBG_SP-78.fna	0.9639082867000228	0.1670258161109951	0.0077817083544585	1781988	45	34	0	5.132433635175843	0.0038545223375423	0.0709185471507103	0.5730682084005745	0.0013161380264464	0.9592802430841298	0.9644790150028486		False	3520.0	57.41789772727272	0.1954222227376144	0.7546550547373253	5146	4489	4509	1727	10389	12374	0.9384926780991736	6236	33291
