scaffold	length	coverage	breadth	nucl_diversity	coverage_median	coverage_std	coverage_SEM	breadth_minCov	breadth_expected	nucl_diversity_median	nucl_diversity_rarefied	nucl_diversity_rarefied_median	breadth_rarefied	conANI_reference	popANI_reference	SNS_count	SNV_count	divergent_site_count	consensus_divergent_sites	population_divergent_sites
TOBG_ARS-1012.fna_78685	8264	0.611326234269119	0.3621732817037754	0.0113965757822586	0	1.0993474624668866	0.0120938924439824	0.0142787996127783	0.417135806988674	0.0			0.0	0.9830508474576272	0.9830508474576272	4	3	7	2	2
TOBG_ARS-1012.fna_78987	13712	0.90176487747958	0.5137106184364061	0.0189542483518467	1	1.1565940676685902	0.0098774853676484	0.0136376896149358	0.5489866715511451	0.0			0.0	0.983957219251337	1.0	0	5	5	3	0
TOBG_ARS-1012.fna_8143	25563	0.4937605132417947	0.3012948401987247	0.0091428569384983	0	0.9030748241894536	0.0056484113883589	0.0041074991198216	0.3533761526300507	0.0			0.0	0.9809523809523808	0.9809523809523808	2	0	2	2	2
TOBG_ARS-1012.fna_2181	9116	0.0156867046950416	0.0156867046950416		0	0.1242603395732211	0.0013015300498821	0.0	0.0137558715466153				0.0	0.0	0.0	0	0	0	0	0
TOBG_ARS-1012.fna_22075	42953	0.4150350382976742	0.1700230484483039	0.0227926617434591	0	1.308422029188001	0.0063132960034579	0.0218145414755663	0.3068271851600413	0.0			0.0	0.9477054429028816	0.959445037353255	36	27	63	49	38
TOBG_ARS-1012.fna_2241	8174	1.394910692439442	0.3976021531685833	0.0320060460778947	0	2.7710806064650977	0.0306519712447289	0.0855150477122583	0.7082056896157523	0.0			0.0	0.96137339055794	0.9713876967095852	19	35	54	27	20
TOBG_ARS-1012.fna_22524	15525	0.1582608695652174	0.0693719806763285	0.0277777777777777	0	0.6587037993150594	0.005286744855702	0.0023188405797101	0.1304194828662115	0.0			0.0	1.0	1.0	0	2	2	0	0
TOBG_ARS-1012.fna_22648	9786	0.6772940936031064	0.3909666871040261	0.0162780358649716	0	1.1421944177063856	0.0115467461537373	0.020641733088085	0.4501175135869297	0.0			0.0	0.9603960396039604	0.9752475247524752	5	3	8	8	5
TOBG_ARS-1012.fna_22699	52881	1.5020895973979311	0.5700535163858474	0.0193974287753582	1	2.211530813010283	0.0096171695232375	0.0679071878368412	0.7345543359708622	0.0			0.0	0.9621275410749096	0.9707602339181286	115	93	208	136	105
TOBG_ARS-1012.fna_23415	20555	1.7324252006810994	0.3747993189005108	0.0226678318541709	0	3.6572060841173535	0.0255094595417454	0.1368523473607394	0.7834061746984692	0.0			0.0	0.9491645929612512	0.9623178101670814	114	98	212	143	106
TOBG_ARS-1012.fna_23484	10255	0.9099951243295952	0.425938566552901	0.0346764400211304	0	1.451773927911186	0.0143368036101926	0.0372501218917601	0.5522524432494376	0.0			0.0	0.9607329842931938	0.9842931937172776	7	18	25	15	6
TOBG_ARS-1012.fna_23722	43231	1.0932201429529735	0.4903888413407046	0.021804334007408	0	1.7606305977884793	0.0084678981809965	0.0362471374707964	0.6191361764419581	0.0			0.0	0.9719208679004468	0.9853222718570516	24	48	72	44	23
TOBG_ARS-1012.fna_2377	96118	0.6707276472669012	0.3039909278178905	0.0139279609569513	0	1.901630735964274	0.0061337501933175	0.0190078861399529	0.4469199392026521	0.0			0.0	0.9666119321291736	0.976464148877942	43	44	87	61	43
TOBG_ARS-1012.fna_23894	6756	0.0766725873297809	0.0766725873297809		0	0.2660712342248557	0.0032373171464542	0.0	0.0654609768254962				0.0	0.0	0.0	0	0	0	0	0
TOBG_ARS-1012.fna_2400	14845	0.0456045806668912	0.0272145503536544		0	0.3040232856667166	0.0024953494636101	0.0	0.0394688293053296				0.0	0.0	0.0	0	0	0	0	0
TOBG_ARS-1012.fna_24014	15131	0.2583437975018174	0.1940387284383054		0	0.5880944976484568	0.0047810980700129	0.0	0.2039693375343008				0.0	0.0	0.0	0	0	0	0	0
TOBG_ARS-1012.fna_24019	6880	0.2428779069767442	0.1899709302325581		0	0.556038602035649	0.0067041278533334	0.0	0.1930238716335824				0.0	0.0	0.0	0	0	0	0	0
TOBG_ARS-1012.fna_24159	16086	0.3145592440631605	0.1578391147581748	0.0289576176515559	0	0.8660193102892587	0.0068283699633568	0.006030088275519	0.2425182334942378	0.0			0.0	0.9381443298969072	0.9896907216494846	1	6	7	6	1
TOBG_ARS-1012.fna_24242	20466	0.7758721782468484	0.3925046418450112	0.0163726401528275	0	1.2131588545658505	0.0084803113588649	0.0175412879898368	0.4959577239575441	0.0			0.0	0.9972144846796658	1.0	2	5	7	1	0
TOBG_ARS-1012.fna_24366	13481	0.8072843260885691	0.4239299755211038	0.0136207501971007	0	1.2299975810309127	0.0105939839645895	0.0235145760700244	0.5097461986017271	0.0			0.0	0.9779179810725552	0.9810725552050472	6	4	10	7	6
TOBG_ARS-1012.fna_2442	29935	0.5920828461666945	0.3015867713378988	0.0086082357057133	0	1.128223698281361	0.0065209795861717	0.0161349590780023	0.4071472077215815	0.0			0.0	0.9855072463768116	0.9875776397515528	6	5	11	7	6
TOBG_ARS-1012.fna_24440	80021	0.8143737268966896	0.2751277789580235	0.0179109444621927	0	2.268778891905445	0.0080203422172701	0.0402394371477487	0.512805572690022	0.0			0.0	0.9565217391304348	0.9670807453416148	105	92	197	140	106
TOBG_ARS-1012.fna_24489	26900	0.6834200743494424	0.3612639405204461	0.0356086814540556	0	1.1830275154652783	0.0072131801408309	0.0097026022304832	0.4530839302127777	0.0			0.0	0.9272030651340996	0.9655172413793104	9	15	24	19	9
TOBG_ARS-1012.fna_24702	6169	0.3169071162262927	0.2104068730750526		0	0.724649549765468	0.0092269006454652	0.0	0.2440869960979732				0.0	0.0	0.0	0	0	0	0	0
TOBG_ARS-1012.fna_25092	8481	0.8431788704162245	0.439452894705813	0.021973686029682	0	1.2368124253708217	0.0134309246771388	0.0208701804032543	0.525041070348611	0.0			0.0	0.96045197740113	0.9774011299435028	6	5	11	7	4
TOBG_ARS-1012.fna_25426	27868	1.4672025261949189	0.3095665279173245	0.0255178042759981	0	3.6709566919139465	0.021990451799722	0.1009401464044782	0.7262499542231617	0.0			0.0	0.9491645929612512	0.9658727337362246	104	119	223	143	96
TOBG_ARS-1012.fna_25867	7873	0.0997078623142385	0.0525847834370633	0.0	0	0.4763862932849112	0.0053692881878347	0.000381049155341	0.0842776232739309	0.0			0.0	1.0	1.0	0	0	0	0	0
TOBG_ARS-1012.fna_262	75715	1.3594135904378262	0.3214422505448062	0.0196546265887466	0	3.580262943418992	0.0130114838831195	0.0790992537806247	0.6989148609844451	0.0			0.0	0.9455668725997662	0.9555852396059442	288	181	469	326	266
TOBG_ARS-1012.fna_26532	35701	0.5687795860059942	0.2231870255735133	0.0232155422930887	0	2.2002643116214453	0.0116450336139921	0.0148735329542589	0.3948218336337135	0.0			0.0	0.9566854990583804	0.9792843691148776	10	29	39	23	11
TOBG_ARS-1012.fna_26539	18847	1.2402504377354486	0.5844431474505226	0.0377954661753463	1	1.4911021002736675	0.010861699627922	0.0341168355706478	0.6655076054756764	0.0			0.0	0.9704510108864696	0.9813374805598756	17	33	50	19	12
TOBG_ARS-1012.fna_26972	6196	0.3452227243382827	0.1473531310522918	0.0248226023146084	0	1.1836365897539365	0.0150382647615551	0.0271142672692059	0.262752531936241	0.0			0.0	0.9702380952380952	0.9702380952380952	5	4	9	5	5
TOBG_ARS-1012.fna_27426	19626	1.2136451645776012	0.5501375726077652	0.0249808006924127	1	1.758634285267566	0.0125536698505604	0.0564047691837358	0.6575565280565796	0.0			0.0	0.965672990063234	0.979223125564589	24	41	65	38	23
TOBG_ARS-1012.fna_2764	56892	0.7267805666877593	0.4159811572804612	0.0162364212268698	0	1.0902554995130378	0.0045709503315208	0.0107396470505519	0.473628078171596	0.0			0.0	0.9705400981996728	0.97708674304419	15	10	25	18	14
TOBG_ARS-1012.fna_27869	8736	0.3118131868131868	0.1864697802197802	0.0	0	0.7521809619586683	0.0080480540124136	0.0006868131868131	0.2406792869194042	0.0			0.0	1.0	1.0	0	0	0	0	0
TOBG_ARS-1012.fna_27997	18765	0.6085265121236344	0.1924860111910471	0.0157615679960984	0	2.041277163231598	0.0149018183382187	0.037410071942446	0.4156930939909425	0.0			0.0	0.9472934472934472	0.9529914529914528	34	19	53	37	33
TOBG_ARS-1012.fna_28515	11578	1.3929003282086716	0.7082397650716877	0.0156385638149438	1	1.3952048896014384	0.012967013797766	0.0390395577820003	0.7076872504562858	0.0			0.0	0.9690265486725664	0.986725663716814	5	10	15	14	6
TOBG_ARS-1012.fna_28867	33334	0.5338093238135238	0.2231655366892662	0.0193391214072925	0	1.3090254526972152	0.007169863537314	0.0322793544129117	0.375843183022852	0.0			0.0	0.95817843866171	0.9591078066914498	43	10	53	45	44
TOBG_ARS-1012.fna_293	10856	0.0455969049373618	0.0455969049373618		0	0.2086092692032044	0.0020022517769972	0.0	0.039462319120761				0.0	0.0	0.0	0	0	0	0	0
TOBG_ARS-1012.fna_3139	100588	0.8981985922774088	0.3906629021354436	0.0187212972970498	0	2.0645273959051167	0.0065095313436777	0.0274784268501212	0.5475641785636172	0.0			0.0	0.9667149059334298	0.9768451519536904	62	100	162	92	64
TOBG_ARS-1012.fna_3557	33971	0.2592211003502987	0.1448588501957552	0.0069668216314929	0	0.7681990542081674	0.0041679835351967	0.0050337052191575	0.2045857506001343	0.0			0.0	0.9707602339181286	0.9707602339181286	6	3	9	5	5
TOBG_ARS-1012.fna_3716	8433	0.0600023716352424	0.0600023716352424		0	0.2374912356980542	0.00258632017885	0.0	0.0516030058191367				0.0	0.0	0.0	0	0	0	0	0
TOBG_ARS-1012.fna_10060	17086	0.7788832962659488	0.4187053728198525	0.0119818593593353	0	1.161051491098738	0.0088826794298364	0.0137539506028327	0.4972961001987478	0.0			0.0	0.9787234042553192	0.9829787234042552	6	2	8	5	4
TOBG_ARS-1012.fna_1040	6647	0.0794343312772679	0.0636377313073567		0	0.3236011715547761	0.0039694461696455	0.0	0.0677371857577668				0.0	0.0	0.0	0	0	0	0	0
TOBG_ARS-1012.fna_10484	11210	1.3512042818911687	0.5880463871543264	0.0244130894494133	1	2.057737269678852	0.0194359820363773	0.055842997323818	0.6967244197084344	0.0			0.0	0.97444089456869	0.9840255591054312	18	20	38	16	10
TOBG_ARS-1012.fna_10773	26285	2.650827468137721	0.6536047175194978	0.0168350921477699	2	3.551449585769886	0.0219058406833468	0.2090545938748335	0.9037379052882256	0.0			0.0	0.9754322111010008	0.984167424931756	125	132	257	135	87
TOBG_ARS-1012.fna_10863	16866	0.4889126052413139	0.2586268231945927	0.0150000005960464	0	0.9438909236374374	0.0072682295866156	0.0018973081939997	0.3506022151741007	0.0			0.0	0.96875	1.0	0	1	1	1	0
TOBG_ARS-1012.fna_11151	60005	0.5697858511790684	0.2558286809432547	0.0178430637311074	0	1.3576070017027038	0.0055422226379933	0.0202983084742938	0.3953593150695627	0.0			0.0	0.9482758620689656	0.9589490968801314	54	30	84	63	50
TOBG_ARS-1012.fna_11428	27261	1.927405451010601	0.654671508748762	0.0260382800754647	1	3.559991374399952	0.0215618499759982	0.072924690950442	0.8176630651856687	0.0			0.0	0.9622736418511066	0.9808853118712274	50	75	125	75	38
TOBG_ARS-1012.fna_11439	14253	0.4939311022240932	0.2841507051147127	0.0136138145740215	0	0.9802914756734008	0.0082114020984904	0.0091208868308426	0.3534735462909382	0.0			0.0	0.946153846153846	0.946153846153846	7	1	8	7	7
TOBG_ARS-1012.fna_11485	7646	0.6836254250588543	0.3960240648705205		0	0.9877413619296396	0.0112967754306132	0.0	0.4531830906017713				0.0	0.0	0.0	0	0	0	0	0
TOBG_ARS-1012.fna_11612	114387	1.2274559171933874	0.487030868892444	0.0191656013656049	0	1.9179905415673653	0.0056710049257596	0.049516116341892	0.6617072299642124	0.0			0.0	0.961864406779661	0.9743997175141242	163	167	330	216	145
TOBG_ARS-1012.fna_11882	19159	0.6605772743880161	0.354924578527063	0.0094514765819919	0	1.0977995446572957	0.0079313654630758	0.0123701654574873	0.4419405233400024	0.0			0.0	0.9704641350210972	0.9704641350210972	7	0	7	7	7
TOBG_ARS-1012.fna_1235	11087	0.9732118697573736	0.2965635428880671	0.0222566633536666	0	2.3602462812005025	0.0224166073569992	0.0702624695589429	0.5765611134608435	0.0			0.0	0.9422336328626444	0.9473684210526316	40	11	51	45	41
TOBG_ARS-1012.fna_12430	42010	0.6087836229469173	0.3224232325636753	0.0309793256111998	0	1.224534547088563	0.0059744766809457	0.0159485836705546	0.4158257334628634	0.0			0.0	0.9417910447761194	0.9686567164179104	20	28	48	39	21
TOBG_ARS-1012.fna_129	7739	0.1763793771805142	0.1006589998707843		0	0.6026004454259675	0.0068503866657736	0.0	0.1442208941455562				0.0	0.0	0.0	0	0	0	0	0
TOBG_ARS-1012.fna_12927	61492	1.1023873024133222	0.3760651792103038	0.0217682697610779	0	2.5227430012665133	0.0101734260385994	0.0468516229753463	0.6222066734441734	0.0			0.0	0.9663311350225616	0.9798681013536966	66	117	183	97	58
TOBG_ARS-1012.fna_13553	104684	0.7112834817164037	0.3603033892476405	0.0199584071515726	0	1.227424358048346	0.0037936447312394	0.015312750754652	0.4663757366429624	0.0			0.0	0.9681846537741734	0.9794135995009358	34	39	73	51	33
TOBG_ARS-1012.fna_13643	6827	0.1053171231873443	0.1053171231873443		0	0.3069616046851561	0.0037153601149683	0.0	0.0888019617433855				0.0	0.0	0.0	0	0	0	0	0
TOBG_ARS-1012.fna_13863	16723	0.6195658673682951	0.3453327752197572	0.0050526314660122	0	1.0847504287561012	0.0083885272740193	0.0113615977994379	0.4213611019870591	0.0			0.0	0.9473684210526316	0.9473684210526316	9	1	10	10	10
TOBG_ARS-1012.fna_14176	10009	1.502048156659007	0.4364072334898591	0.022130900762028	0	2.2636274412997257	0.0226272253323186	0.1524627834948546	0.7345446225596264	0.0			0.0	0.9646133682830932	0.9783748361730014	32	40	72	54	33
TOBG_ARS-1012.fna_14554	7195	0.0240444753300903	0.0240444753300903		0	0.1531872662338192	0.0018060819367396	0.0	0.0210074748957449				0.0	0.0	0.0	0	0	0	0	0
TOBG_ARS-1012.fna_14620	22074	3.546661230406813	0.4788891909033251	0.0262039247005756	0	6.126429283648032	0.0412360201569069	0.2565914650720304	0.9563565413245194	0.0			0.0	0.9574505649717514	0.9735169491525424	153	255	408	241	150
TOBG_ARS-1012.fna_14723	14445	0.6265143648321219	0.3420560747663551	0.0212408903526932	0	1.1691797587588495	0.0097283132916011	0.0252682589131187	0.4249004853176763	0.0			0.0	0.9808219178082191	0.989041095890411	3	12	15	7	4
TOBG_ARS-1012.fna_14779	7800	2.8387179487179486	0.5652564102564103	0.0344030429051822	1	3.868729122465306	0.0438075396325672	0.2553846153846154	0.9184539957544768	0.0			0.0	0.94929718875502	0.96285140562249	72	103	175	101	74
TOBG_ARS-1012.fna_1487	42408	0.1776315789473684	0.122783437087342		0	0.5356314847274836	0.0026010417429727	0.0	0.1451666011775428				0.0	0.0	0.0	0	0	0	0	0
TOBG_ARS-1012.fna_150	11851	0.5932832672348325	0.329761201586364	0.0281256264975281	0	1.1389657053991693	0.0104628854927008	0.0248080330773774	0.4077752820354877	0.0			0.0	0.95578231292517	0.9727891156462584	8	10	18	13	8
TOBG_ARS-1012.fna_15263	11683	5.64041770093298	0.6013866301463665	0.0283182683203889	1	8.298992011310895	0.076783295093354	0.3202088504664898	0.9931292968688192	0.0			0.0	0.9532210638866612	0.9772788024592356	93	218	311	175	85
TOBG_ARS-1012.fna_16302	12254	1.2057287416353843	0.2502856210217072	0.0341302572338431	0	3.0970162309933884	0.0279783606892911	0.0905826668842826	0.655154393277978	0.0			0.0	0.9477477477477476	0.9702702702702702	32	66	98	58	33
TOBG_ARS-1012.fna_16435	24397	2.8614583760298395	0.4969873345083412	0.0289672659505474	0	7.12861981954873	0.0456400531374349	0.1138254703447145	0.9200750928726456	0.0			0.0	0.9517464890169248	0.9783939503060856	56	168	224	134	60
TOBG_ARS-1012.fna_16574	6342	0.3237149164301482	0.1606748659728792	0.0318162389672719	0	0.956348872353922	0.0120098469669069	0.0163986124251024	0.2486173761987598	0.0			0.0	0.9615384615384616	0.9807692307692308	2	5	7	4	2
TOBG_ARS-1012.fna_16912	11966	0.0148754805281631	0.0148754805281631		0	0.1210545356738828	0.0011066867613432	0.0	0.0130491610065032				0.0	0.0	0.0	0	0	0	0	0
TOBG_ARS-1012.fna_17151	49369	0.8210212886629261	0.3825477526382952	0.0256709442621205	0	1.607463905520686	0.0072346656203408	0.0288237557981729	0.515656928470454	0.0			0.0	0.9732958538299368	0.9859451862262824	19	55	74	38	20
TOBG_ARS-1012.fna_1890	56809	2.0819940502385186	0.5191959020577726	0.0196415446893479	1	4.702252739803357	0.0197288249012637	0.0908834867714622	0.840928381341375	0.0			0.0	0.9635870617857836	0.9695913228742978	158	167	325	188	157
TOBG_ARS-1012.fna_18926	33772	0.7356093805519365	0.2955999052469501	0.0197322236994902	0	2.4097241717434232	0.0131127980785999	0.0213194362193533	0.4777156371602232	0.0			0.0	0.9416666666666668	0.9638888888888888	24	29	53	42	26
TOBG_ARS-1012.fna_19203	31471	1.7369959645387818	0.3957929522417464	0.0189246224267163	0	4.170449720615694	0.0235090196079983	0.1004416764640462	0.7842785823211735	0.0			0.0	0.9408415058525784	0.9503321733628598	160	101	261	187	157
TOBG_ARS-1012.fna_20483	9147	1.160927079916913	0.3421886957472395	0.0302930772754042	0	2.609682405674108	0.0272880221588902	0.0724827812397507	0.6412389143311504	0.0			0.0	0.9532428355957768	0.9638009049773756	24	33	57	31	24
TOBG_ARS-1012.fna_20571	27220	1.2854151359294637	0.3565025716385011	0.0213805966606044	0	3.3084489275167788	0.0200534154858294	0.0727406318883174	0.6785848100671829	0.0			0.0	0.9525252525252526	0.9732323232323232	57	78	135	94	53
TOBG_ARS-1012.fna_20806	9835	1.5967463141840366	0.7115404168784951	0.0378476369333076	1	1.605933832868589	0.0161943136233412	0.0506354855109303	0.755838892619199	0.0			0.0	0.9598393574297188	0.9859437751004017	8	19	27	20	7
TOBG_ARS-1012.fna_20989	10995	0.9588904047294224	0.4473851750795816	0.0402620314347623	0	1.356754897882254	0.0129396798640228	0.0270122783083219	0.5711723664445802	0.0			0.0	0.9393939393939394	0.9730639730639732	9	14	23	18	8
TOBG_ARS-1012.fna_21640	50297	0.2170109549277293	0.1036841163488876	0.0269463664253816	0	0.9044047202580314	0.00403270168471	0.0060043342545281	0.1743800111121284	0.0			0.0	0.9536423841059604	0.9668874172185432	10	10	20	14	10
TOBG_ARS-86.fna_9167	9955	1.28598694123556	0.6070316423907585	0.0213691699738596	1	1.525763846981451	0.0152928525736313	0.0512305374183827	0.6787470529476587	0.0			0.0	0.9607843137254902	0.9627450980392156	19	5	24	20	19
TOBG_ARS-86.fna_9396	24111	1.0880510970096635	0.5251959686450168	0.0200826103101947	1	1.448178110002906	0.0093266004789999	0.0346314959976774	0.6173938388215181	0.0			0.0	0.9592814371257484	0.9784431137724552	19	26	45	34	18
TOBG_ARS-86.fna_MHASMcontig_16186	6013	0.0774987527024779	0.0774987527024779		0	0.2673811811478851	0.0034484294985775	0.0	0.0661424781943538				0.0	0.0	0.0	0	0	0	0	0
TOBG_ARS-86.fna_MHASMcontig_38874	9664	0.7378932119205298	0.4090438741721854	0.0101646089259489	0	1.1367161946323068	0.0115636798030171	0.0167632450331125	0.4787678265789673	0.0			0.0	0.9691358024691358	0.9753086419753086	4	3	7	5	4
TOBG_ARS-86.fna_MHASMcontig_52596	10526	0.701881056431693	0.3471404142124263	0.0177011495740543	0	1.2356915350280362	0.0120447840880715	0.019285578567357	0.4619269636996713	0.0			0.0	0.9753694581280788	0.9753694581280788	5	3	8	5	5
TOBG_ARS-86.fna_MHASMcontig_63275	17523	1.1508874051246931	0.3004051817611139	0.0305552707973785	0	2.421666143816476	0.0182945795188972	0.0849740341265765	0.6380443464713499	0.0			0.0	0.9529885829415716	0.9664204163868368	47	69	116	70	50
TOBG_ARS-86.fna_MHASMcontig_65504	14729	1.1659311562224184	0.5344558354267092	0.0206291794277087	1	1.5776991632170845	0.0130002680622925	0.0323850906375178	0.6428206387642864	0.0			0.0	0.958071278825996	0.9643605870020964	17	5	22	20	17
TOBG_ARS-86.fna_MHASMcontig_6934	9820	1.2024439918533605	0.6542769857433809	0.0156618818712006	1	1.2575451040890266	0.012690827492166	0.0212830957230142	0.6541527394223771	0.0			0.0	0.937799043062201	0.9569377990430622	8	7	15	13	9
TOBG_ARS-86.fna_MHASMcontig_81248	7078	1.3475558067250637	0.594659508335688	0.0265401989463868	1	1.5852444034015745	0.0188439364445365	0.0695111613450127	0.695745810516726	0.0			0.0	0.959349593495935	0.9878048780487804	6	21	27	20	6
