genome	coverage	breadth	nucl_diversity	length	true_scaffolds	detected_scaffolds	coverage_median	coverage_std	coverage_SEM	breadth_minCov	breadth_expected	nucl_diversity_rarefied	conANI_reference	popANI_reference	iRep	iRep_GC_corrected	linked_SNV_count	SNV_distance_mean	r2_mean	d_prime_mean	consensus_divergent_sites	population_divergent_sites	SNS_count	SNV_count	filtered_read_pair_count	reads_unfiltered_pairs	reads_mean_PID	divergent_site_count	reads_unfiltered_reads
TOBG_CPC-320.fna	1.2974558850630176	0.664590268139405	0.0233828446963619	3369777	141	138	1	1.3166328761913573	0.0007202595471841	0.0225816129672675	0.6819839883950753	0.0	0.990354162559958	0.9954004862343124		False					734	350	532	1683	28018	28686	0.9701624724275664	2215	58203
TOBG_CPC-324.fna	0.9675075684454296	0.1787280211544697	0.0073167567806682	4249882	115	109	0	2.847531448005166	0.0013850278890524	0.0817001507335968	0.5744229145309123	0.0	0.9594431132205888	0.9637228699138288		False	49.0	12.36734693877551	0.5862455703124431	0.9878522837706512	14082	12596	13285	3874	26012	33785	0.9415302014102372	17159	76388
TOBG_CPC-58.fna	4.376550377667891	0.8359679710395589	0.0297810865458799	2908243	107	103	4	3.4202218657901007	0.0020129953495825	0.4504541057951485	0.979026467293644	0.0	0.9723998687052968	0.9893231452714824		False	21.0	16.714285714285715	0.276173271955656	0.8957749766573296	36157	13987	15461	57898	81424	88953	0.9529434652340988	73359	182946
TOBG_CPC-75.fna	0.8654901424293553	0.510558585238099	0.023330347107539	2236758	65	65	1	1.2826557738165096	0.0008601346758565	0.0123799713692763	0.5343065974186694	0.0	0.9712903109313494	0.982665848109494		False	4.0	17.0	0.283453409064457	0.8625	795	480	508	953	12435	13466	0.9659546059298856	1461	28481
TOBG_EAC-35.fna	7.328968838595978	0.9553689598005002	0.0025258407297185	2296944	72	70	7	3.618241483028726	0.0023949037531745	0.7991701147263495	0.9984530646278068	0.0001309049760981	0.986938679453425	0.987738396610681	1.5937555178764216	False	366.0	23.183060109289617	0.7563996849440475	0.9842043967145608	23976	22508	31387	4788	107237	107958	0.9764833733510976	36175	217301
TOBG_EAC-649.fna	3.895146362795664	0.2530578592846386	0.0065246841257921	1356014	59	57	0	14.004228608651768	0.0120788377078621	0.1195533379448884	0.96791652690707	0.0051233485854231	0.9753571516691752	0.9801006686570112		False	5740.0	47.78205574912892	0.5449106563099568	0.9628600046307706	3995	3226	3755	2270	32350	34441	0.9638192773158556	6025	72368
TOBG_EAC-714.fna	2.400216650378333	0.6516344982670512	0.0218955925010546	1179781	87	86	1	5.279927485068515	0.0048972682519944	0.0899336402264487	0.8798952862692823	0.0008815467136644	0.9531488567604758	0.9758911236357468		False	2668.0	30.3568215892054	0.5425716016811853	0.9812843619056733	4971	2558	2696	4488	17375	21319	0.9482206804870352	7184	51770
TOBG_EAC-9.fna	1.9221927620986443	0.5153150067816137	0.0174842197398859	2727227	107	102	1	2.943771341182739	0.0017895924553426	0.1508924632969679	0.8168218695119493	0.0	0.9624973877205856	0.9752234410159458		False	36.0	28.25	0.6561379386563959	0.9502314814814816	15433	10196	10260	11443	35790	39843	0.9502775281742564	21703	82308
TOBG_IN-32.fna	5.669162703150836	0.9649784808666008	0.0068248584545219	3934638	203	203	5	3.1151985659670545	0.001578649430936	0.6357258278906471	0.993301493359338	1.0666703835389308e-05	0.9967593512465864	0.9988378280377284	1.622672792796102	False	293.0	40.75767918088737	0.5511014361580616	0.9148223900962325	8106	2907	9851	21896	139706	141493	0.9850874428447706	31747	286747
TOBG_IN-47.fna	4.919457940764493	0.5217663766653374	0.0038714685459537	2211714	208	193	1	6.543467775922963	0.0044418797143606	0.3774005138096517	0.9870139732072468	2.9948895299321196e-05	0.9507009687289596	0.9523698277948298		False	124.0	13.32258064516129	0.569631918680017	0.9901893015270624	41150	39757	39836	4472	70011	85685	0.937077349656442	44308	185300
TOBG_MED-1001.fna	43.62529035880276	0.9976099146040346	0.011290539126881	1517519	32	32	43	22.86766833293488	0.0186025591998138	0.9915315722570854	1.0	0.0105839067634087	0.9964676593108912	0.9998630927221156		False	161045.0	47.26282095066596	0.5080538760766425	0.975189340133104	5315	206	1223	47437	405607	413321	0.982967305773252	48660	835707
TOBG_MED-1076.fna	12.984125172135304	0.999318347474835	0.0028763917814462	1524237	28	28	13	4.879496066773425	0.0039595709274698	0.988804234512087	0.9999895088921076	0.0011636511640469	0.9991752766107652	0.9999071108008908	1.3674648917862822	False	4374.0	44.63283036122542	0.435222030696522	0.9292263033573822	1243	140	221	6321	121303	122915	0.9911540676150796	6542	255909
TOBG_MED-1093.fna	17.5838250684718	0.9975491810152256	0.0047334198783115	2110723	34	34	17	7.142387357868128	0.0049241194823921	0.978241578833414	0.9999998193162436	0.0037217710905518	0.9984991260642088	0.999878438413074		False	16847.0	43.79527512316733	0.4458337914002021	0.96674939678849	3099	251	744	18892	228507	230958	0.9902741531966738	19636	465734
TOBG_MED-1094.fna	2.6546729498689183	0.893354034933344	0.0017045819507103	1650114	21	21	2	2.2044601398273604	0.0017182992983847	0.150233862630097	0.9040642147268088	0.0035748665118913	0.9986002589722592	0.9990681839267778		False	527.0	45.0246679316888	0.3482914895096998	0.9373344333153976	347	231	352	415	26933	27112	0.9956058026197732	767	55391
TOBG_MED-1105.fna	11.995395935574251	0.9897438569500908	0.011082041220581	1861616	49	49	11	8.193057369937218	0.0060207029032005	0.9144565796598224	0.999974882220378	0.007095154819558	0.9966834413496032	0.9995189051479498		False	10552.0	35.60320318423048	0.5241376113123509	0.9784642714677728	5646	819	2595	32869	137399	140584	0.9832417333705954	35464	287480
TOBG_MED-1116.fna	3.792069101714454	0.9251080431897196	0.0040957625532357	870948	21	21	3	22.30521468642469	0.0239585336482307	0.188237414862885	0.9648593611697496	0.0087370545964128	0.9976272530421788	0.9991094574399952		False	3431.0	63.41620518799184	0.1826059345394517	0.8410448695554475	389	146	200	942	20343	21316	0.9860811764866764	1142	49238
TOBG_MED-1153.fna	5.277812472555889	0.9612201286092056	0.0047551897404347	1024810	55	55	5	5.450640101673595	0.0054133914907516	0.5125837960207258	0.9905364567307118	0.01086145183175	0.9975709164840728	0.9994022474733534	1.9185092797942156	False	13452.0	48.943502824858754	0.1217725977541164	0.8107581216568316	1276	314	432	4239	33348	38110	0.9808561130881516	4671	101245
TOBG_MED-1155.fna	7.056333826047996	0.9960005317968452	0.0020854201244819	1910504	80	80	7	4.194831637511371	0.0030476626041627	0.7708154497451981	0.9980320104068516	0.0017151266855279	0.9991192723845378	0.999959936060669		False	4146.0	40.93150024119633	0.5063681029952669	0.9658055997781314	1297	59	201	4648	82907	84597	0.992749454009486	4849	173121
TOBG_MED-1227.fna	4.628993914516355	0.9615420345047836	0.0130494013227028	2077567	86	86	4	3.003072334964977	0.0020921537919499	0.4634392055707469	0.983217215104014	0.0006443682608985	0.9945213361500416	0.998425468360846		False	820.0	42.44146341463415	0.3065754317454233	0.886473966921249	5275	1516	4004	15644	59728	61579	0.9800027212609692	19648	126448
TOBG_MED-1247.fna	1.666005781648025	0.6964101024900384	0.0130888920064797	1292711	51	51	1	1.890527844001896	0.0016693703592881	0.0654825401810613	0.7703234134847379	0.0006209673807479	0.97380980507974	0.9811813349084464		False	262.0	41.1412213740458	0.4285106869341729	0.9655213595409672	2217	1593	2108	1204	13377	14920	0.9566197630395024	3312	31057
TOBG_MED-1269.fna	14.664657468451654	0.9993463118635856	0.0020667113456685	1932114	25	25	15	4.6122228658301765	0.0033224365362849	0.9884898096075077	0.999997621148012	0.0015652665807307	0.9995146279206756	0.999960730414294	1.3412424156430278	False	1429.0	31.941217634709588	0.6367899122310727	0.9835081356524134	927	75	679	5418	176082	176465	0.990739698581682	6097	354143
TOBG_MED-581.fna	12.468113776455214	0.996038106451554	0.0141572771849432	2357711	124	124	12	6.050650813655345	0.0039614401408454	0.955597187271892	0.9999834536407396	0.0002937220836387	0.9947075527890984	0.9995912157093896	1.4610212363031712	False	2771.0	27.413569108625044	0.5077320049052838	0.9772990250964808	11924	921	3420	60735	186919	189344	0.9807944456737876	64155	381506
TOBG_MED-582.fna	5.246520560199317	0.9660730214544958	0.005681988987545	1971941	84	84	5	4.411541121561974	0.0031550148033792	0.5034572535385187	0.9902713258349732	8.790129661635916e-05	0.9947863995132898	0.9971041148764892		False	3758.0	31.636242682277807	0.3394611185022184	0.9608983080558716	5176	2875	4310	8133	64015	64739	0.9871216670814548	12443	132436
TOBG_MED-585.fna	7.167094758184394	0.9905066385716764	0.0114605745832705	2035001	82	82	7	3.4057437595512674	0.0023971037707048	0.7864880656078301	0.9982153708982524	0.0005361614163353	0.9946210693631506	0.9988428644976832		False	1265.0	43.39604743083004	0.2659495338140921	0.9186804675327674	8609	1852	4114	29260	89419	91567	0.9831855139225066	33374	188204
TOBG_MED-587.fna	15.327527515636396	0.998601564744624	0.0012829569536564	3619760	15	15	15	5.565623410431922	0.002926537083874	0.9829438968329391	0.9999986751440167	0.0028143195444441	0.999938167874782	0.9999839798584664		False	4815.0	45.86126687435099	0.3549447204416465	0.8906500458688199	220	57	189	2554	362233	363463	0.995473468640084	2743	730604
TOBG_MED-589.fna	9.796001697749109	0.996174222051149	0.0026252449649656	2909735	87	87	9	5.474341059235306	0.0032189010731079	0.8889197813546594	0.999824850296142	0.0012883763791816	0.999106521849233	0.9998967725373196		False	4582.0	42.250982103884766	0.4564586795628612	0.9724287433352417	2311	267	681	9701	174833	176629	0.9917254430301904	10382	359834
TOBG_MED-590.fna	3.579051816428136	0.9352926403541424	0.0102379346199346	2560327	150	150	3	4.104495918542479	0.0025803082391162	0.2678661749065646	0.9575871015341436	0.0004495514137838	0.9938468268144206	0.9979790762949732		False	2123.0	44.31888836552049	0.2821145534480179	0.9359419007244528	4220	1386	2014	10195	57038	58637	0.985644176535021	12209	121400
TOBG_MED-591.fna	2.225718969552001	0.8659307434172048	0.0029788165712265	1543911	25	25	2	1.7898348895364855	0.0014428007477475	0.0880335718833533	0.859887533974404	0.0003983168119821	0.9986094352394126	0.9995070484711144		False	171.0	39.69005847953216	0.1974196987354996	0.8212658386999337	189	67	79	456	21107	21210	0.9937781141608945	535	43316
TOBG_MED-598.fna	3.9117778710698032	0.9591737724607502	0.0029858758129841	1438732	34	34	4	2.4650288792247568	0.0020599703337918	0.3511432288987803	0.968384249851976	0.0	0.998426368910592	0.999382424025289		False	663.0	33.374057315233784	0.2609650053825232	0.8523960875379047	795	312	490	1886	34502	35012	0.9909732322684458	2376	71918
TOBG_MED-602.fna	1.0447828551205534	0.4310961153138961	0.0137528625246586	1879045	60	56	0	6.113581637802597	0.0044742313806246	0.0454331854745362	0.6024932091250131	0.0151557620158225	0.9735741645289384	0.9824647714094952		False	1346.0	61.02154531946508	0.2163082626565239	0.7855078187915469	2256	1497	1573	1751	12113	15060	0.9677161207933443	3324	41455
TOBG_MED-605.fna	0.8639288341250411	0.3817623431973448	0.0345222545964882	1605601	73	73	0	4.1085317146230125	0.0032572534587164	0.0230001102390942	0.5336641333261709	0.0138371628597203	0.9655013674889652	0.9831027106068402		False	7731.0	53.86948648299056	0.1117818084215952	0.7347340408542931	1274	624	577	2218	8587	17100	0.9537679019828516	2795	95778
TOBG_MED-615.fna	1.7407521163492772	0.7128541404052698	0.0214250974830987	1657217	69	69	1	2.029213136318652	0.0015829015693409	0.0819168521684244	0.7849928764766085	0.0	0.97954388084329	0.9908658308410802		False					2777	1240	1500	3996	18423	20548	0.9679422635464696	5496	45071
TOBG_MED-616.fna	0.9411244355152912	0.4969540587669542	0.019173401375567	2163699	59	59	0	1.891752426787079	0.0012895953509289	0.0280649018185985	0.564392154179477	0.0008333761746505	0.978394045188064	0.9876819708846584		False	716.0	40.29608938547486	0.4581957714651997	0.9539657887675812	1312	748	971	1758	12616	14134	0.9727745460410664	2729	31198
TOBG_MED-617.fna	1.6065967680963575	0.7461752041122259	0.024150291999229	1380858	57	57	1	1.4884631807387996	0.0012719320070327	0.0419376938106597	0.7579533847146176	0.0	0.98646175099292	0.9954757382144708		False	43.0	11.209302325581396	0.11007454268861	0.6853221162202254	784	262	451	1688	13632	14988	0.963826499676272	2139	31898
TOBG_MED-626.fna	1.8510567342667128	0.79254776733831	0.0190287805461616	1193441	59	59	2	1.5487607474809195	0.0014247600895828	0.0609305361555367	0.8049468310608912	0.0	0.9777081012693044	0.9853954371054912		False	18.0	23.166666666666668	0.0797845671387265	0.9467592592592592	1621	1062	1353	1610	13996	14516	0.9613605295875612	2963	29514
TOBG_MED-630.fna	145.49619713291207	0.998381758685988	0.0250371299404798	1285346	63	63	150	41.24958456463916	0.0365635941101329	0.9967207273372306	1.0	0.0242161521556847	0.9963399527448792	0.9995972308842732		False	560526.0	69.21266274891798	0.1765582604289972	0.8245997199903518	4689	516	1783	69171	1148640	1169411	0.9777695830009075	70954	2377230
TOBG_MED-635.fna	1.9093867749082265	0.8095535623714546	0.0089417171520081	2720828	123	123	2	1.7176571917135042	0.0010460640220585	0.0642366955941352	0.8147387934139396	0.0	0.9955714996824524	0.9981519307460364		False					774	323	406	1596	32133	32241	0.9874899301057516	2002	65187
TOBG_MED-636.fna	1.2016117476573356	0.5285996328519134	0.0190665922404943	2959024	129	129	1	2.645146603520745	0.0015444619251827	0.0431791022985957	0.6538984926760454	0.001533699025556	0.9533059921107008	0.9683175756057856		False	2223.0	46.0157444894287	0.2939006688427067	0.9091553678616494	5966	4048	4028	3857	21997	29957	0.9623098378041092	7885	76333
TOBG_MED-645.fna	3.8996359943715855	0.9410672276759704	0.0072909386572185	1455472	50	50	4	2.5858638099939504	0.0021508045998245	0.353626177624853	0.968043465073422	0.0	0.99461037939121	0.9969865531491588		False	604.0	31.53476821192053	0.2470394250892285	0.930848354071718	2774	1551	4435	4871	34774	35838	0.9786320677524684	9306	73657
TOBG_MED-648.fna	10.078330092122174	0.9335966677209014	0.0386726607111446	2229105	113	113	8	9.535266435477624	0.0064191935867925	0.6685203254220864	0.999863497205544	0.0205428580130668	0.9771104856925436	0.9921420049094016	5.8387584009133935	False	154200.0	33.27399481193255	0.1909005869882268	0.9346476280623434	34110	11710	14237	116874	138013	170203	0.9477519628426913	131111	376912
TOBG_MED-649.fna	5.658675131690664	0.9429969651655056	0.0207069904654021	1361524	38	38	4	10.168884587378066	0.0087392937093997	0.3558710680090839	0.9932391735554094	0.0154715540437301	0.983889442693596	0.9960394363987972		False	24489.0	46.1410837518886	0.3403458837931282	0.9491615635264288	7806	1919	2941	16847	47280	54179	0.961983994103548	19788	122052
TOBG_MED-651.fna	2.9232327674583765	0.8794112840200993	0.0098074569435513	1682645	53	53	2	3.173871486912057	0.0024545138493098	0.1796861488905859	0.9243179701918328	0.0015125273539842	0.994850304946618	0.9978270072896132		False	2497.0	39.608730476571886	0.2883337173123226	0.9307390918696726	1557	657	688	3775	30189	30791	0.9851683813308164	4463	63717
TOBG_MED-652.fna	1.3192188286226965	0.669101102260536	0.0218235333804737	1685264	67	67	1	1.642496935286354	0.0012702939352096	0.0274989556532388	0.6880368557873573	0.0	0.9811837818009193	0.9915844895669248		False	168.0	24.541666666666668	0.1688080979682209	0.8882667638375843	872	390	451	1431	13703	14434	0.9747016815051364	1882	31034
TOBG_MED-654.fna	1.1017149377454103	0.4912311771190182	0.0202329760686355	1936805	67	67	0	2.171591855029395	0.0015658240045257	0.0494701325120494	0.6219823117061491	0.0042974400598308	0.9752541382261464	0.9872565595841944		False	1051.0	50.69362511893435	0.2048955500153759	0.904210241231093	2371	1221	1349	3037	13111	15825	0.9629524984444936	4386	36486
TOBG_MED-657.fna	1.0701933405205666	0.5377154752767553	0.0137126287861118	2028597	29	29	1	2.140518091996433	0.001505022039702	0.0274667664400568	0.611312935159368	0.005054841344058	0.990344406755326	0.9966438737235056		False	2255.0	40.13082039911309	0.2343506049485951	0.9040024727567308	538	187	207	1331	13384	14082	0.983395249239365	1538	32297
TOBG_MED-666.fna	9.463045568877927	0.9957627144582524	0.006600285326321	1633593	62	62	9	4.288692455760519	0.0033682760548273	0.9248735762212498	0.9997649868851064	0.0031150958093491	0.9988331203209811	0.9997954816671488	1.4812686648353215	False	3044.0	37.41557161629435	0.3007982781421268	0.9370933655953346	1763	309	849	13362	94978	95753	0.9905180731231668	14211	194817
TOBG_MED-667.fna	4.120858068912476	0.9732908343063928	0.0013580300804388	1711098	89	89	4	2.4983721768780383	0.0019199528578767	0.3905468886060296	0.9737139704000388	0.0004581663217949	0.9992966851423988	0.999633378425293		False	919.0	47.527747551686616	0.4097522657894478	0.9935483523185245	470	245	387	785	43337	43383	0.9966123026888292	1172	87518
TOBG_MED-673.fna	4.870165882033965	0.969808993854112	0.0107835446845228	2353118	56	56	4	3.411441040114508	0.0022292158392977	0.4970443471173141	0.9864362769620788	0.0031748166662512	0.993982578718951	0.9979078388924798		False	4303.0	45.71461770857541	0.2384985595446052	0.9377008571821072	7038	2447	4904	16356	70500	72513	0.9805085481592596	21260	148822
TOBG_MED-676.fna	4.047924527550907	0.9474848155577844	0.0035524343732968	2009952	59	59	4	3.443195171796176	0.0024358328790329	0.3571881318558851	0.9719654431855784	0.0005482422736192	0.9977950527279084	0.9991001920797402		False	615.0	52.92845528455285	0.2713568243431893	0.8509213499322795	1583	646	736	2941	49883	50346	0.9913279595957436	3677	104355
TOBG_MED-689.fna	1.3311142065387225	0.6837961734618673	0.0137674331881126	1356840	63	63	1	1.444721548152767	0.0012460799403839	0.0296807287521004	0.6912964489725038	0.0	0.9902165276122368	0.9962504966229638		False					394	151	150	739	11118	11629	0.9899006704180284	889	25130
TOBG_MED-695.fna	1.478076170382728	0.6029812797076752	0.0165175393247063	2846697	122	122	1	3.060437327240557	0.0018217224490519	0.0476257220209948	0.7288657676604728	0.00057586373048	0.95860624299286	0.9738596801793828		False	915.0	24.860109289617487	0.5508298228352346	0.9857014166001596	5612	3544	3564	4031	26090	30197	0.9746873060403424	7595	69897
TOBG_MED-712.fna	13.964956729040082	0.9944560972426898	0.0111709330604606	1570915	32	32	14	6.283980110577686	0.0050239472975953	0.9667028451571218	0.999995587445532	0.0071577670909267	0.9978743691591246	0.9997477953494252	1.7152881812607674	False	12667.0	38.70853398594774	0.4040190650023537	0.9465548568854923	3228	383	2619	31552	134954	138171	0.983037460229967	34171	280695
TOBG_MED-713.fna	118.0223593506142	0.9988357204423688	0.0027551834848674	1041846	8	8	120	20.2110719657606	0.0198162526161645	0.997311502851669	1.0	0.0026394668899696	0.9991126467092378	0.9995957826658132	1.250615268971658	False	7300.0	61.14767123287671	0.464532243451229	0.9712010946511184	922	420	1693	4841	754605	755254	0.994516049423302	6534	1513916
TOBG_MED-716.fna	2.243799503854577	0.8671284493274811	0.0048065402645699	3026532	21	21	2	2.1897370733485597	0.0012595660851747	0.0834955652211838	0.8621066835367168	0.0180685898574776	0.9967669428813384	0.999117537653046		False	1799.0	32.30961645358533	0.230142568948882	0.945944611787629	817	223	237	1925	42812	43230	0.992653916977846	2162	87662
TOBG_MED-718.fna	14.981128995524172	0.9949826548236598	0.0044692005361109	1023051	20	20	15	6.113173570094746	0.0060557645335879	0.9823703803622692	0.9999982011030798	0.0114153627044069	0.9988786237021338	0.9999154241478982	1.473078653667915	False	8226.0	36.04023826890348	0.4821936433224966	0.9695952433067024	1127	85	349	8584	94185	96568	0.9909506844258952	8933	202169
TOBG_MED-719.fna	3.149407663081837	0.9328661152523512	0.003376266240772	4083318	35	35	3	1.9897459388326808	0.0009855159373549	0.2292821671003825	0.9380189735951848	0.0	0.9985644583821104	0.9994349691102206		False					1344	529	795	2814	80759	80939	0.9930440312927996	3609	162495
TOBG_MED-721.fna	2.262256489962715	0.8620300434556086	0.0035866588582933	1717845	53	53	2	1.6820563471327226	0.0012873384550195	0.0975763238243263	0.8643357886647065	0.0	0.9958358439574994	0.9968440708503112		False					698	529	1460	535	23893	24199	0.986605969724208	1995	49178
TOBG_MED-729.fna	11.763545552623713	0.9960907542926962	0.0125107954307841	1538660	50	50	12	5.590726210149611	0.004521816306516	0.938901381721758	0.9999691758080376	0.0026884254225178	0.995281902190842	0.9994434638147648		False	2371.0	32.171657528469	0.5035757139054573	0.9683132689384396	6816	804	2020	34644	111685	112585	0.9838436930225284	36664	227146
TOBG_MED-730.fna	4.489310408953357	0.8825115382664706	0.0283479939726837	1478775	43	43	4	3.368708034790769	0.0027782991330706	0.4661405555273791	0.9810141457660366	0.0	0.9868347944414544	0.9940956047798036		False	32.0	29.875	0.722541634778125	0.9839080459770114	9075	4070	7418	25645	43176	45840	0.9596704253195658	33063	93165
TOBG_MED-731.fna	48.879519601451456	0.9994174441686892	0.0051699353806	1095174	13	13	51	13.12875923408712	0.0125602548672729	0.9976469492518996	1.0	0.0048847616097619	0.998492582351956	0.9998645429193016		False	24770.0	46.55385547032701	0.536341807979464	0.9831302710776546	1647	148	553	13345	328227	329357	0.9924964050135536	13898	661348
TOBG_MED-732.fna	2.4762604194823545	0.8347407852923413	0.0155289786416132	1594489	59	59	2	1.951190679122036	0.001550965216178	0.1480549567917997	0.8876951185683603	0.0	0.9802517875902268	0.9868302890643532		False	81.0	35.123456790123456	0.2608241353617443	0.953965610228102	4662	3109	4243	4296	24482	25686	0.964242330472111	8539	52617
TOBG_MED-733.fna	2.163638353717209	0.7505665036865049	0.0186637571109607	2274919	68	68	1	5.175204624922283	0.0034414915407763	0.0710359357849663	0.8519925496573931	0.0089794048491632	0.978118947283742	0.9913861919171292		False	7394.0	43.49188531241547	0.2843764132088808	0.9569605742179814	3536	1392	1516	5500	30211	32753	0.9757158309479808	7016	72783
TOBG_MED-734.fna	2.698284619817046	0.8714159098850731	0.0054339097980679	2592778	58	58	2	1.9276172469571415	0.0011998084330073	0.1709390468447356	0.9076883862518637	0.0	0.9950948428161108	0.9969179187151828		False					2174	1366	2835	2749	43247	43823	0.9860086902319668	5584	88590
TOBG_MED-735.fna	8.01885169704063	0.9841306359025804	0.0149144172862949	2242875	38	38	7	6.743278278438453	0.0045103027971526	0.7952337959092682	0.999158770502259	0.0032808951819315	0.9925118159238848	0.9988669047605698		False	15484.0	49.92256522862309	0.2745146002746311	0.8975110521149129	13356	2021	4084	47934	110451	114823	0.976233372484035	52018	236184
TOBG_MED-739.fna	2.230217778309314	0.8202744300735018	0.00975396116139	1312757	37	37	2	1.8385623304841563	0.0016092142619824	0.1096539572822692	0.8604430194293781	0.0	0.990149288984293	0.9949773878248548		False	25.0	12.44	0.2122559410685693	0.8875	1418	723	937	1739	18121	18262	0.9825464120215354	2676	36860
TOBG_MED-743.fna	6.625583310883412	0.9919242214522156	0.0032307998728995	1937646	80	80	6	4.334436905486501	0.0031267712163001	0.7292271137245916	0.9971212239664268	0.004318193916839	0.998576770862232	0.9997551281543174	1.6781152031925015	False	5534.0	50.029273581496206	0.3015091406650948	0.9133627619173994	2011	346	787	6210	79731	81540	0.9888820315322008	6997	170537
TOBG_MED-745.fna	0.9425492595259954	0.565144644368494	0.0230450029713275	3122797	187	187	1	1.2048768030784829	0.0006859416710628	0.0097627223287328	0.5649398563391936	0.0	0.982025125463312	0.991504575720799		False	160.0	48.65	0.2156733021436984	0.8558648624030442	548	259	330	835	18378	20016	0.9742621500270257	1165	41821
TOBG_MED-746.fna	60.14511914169479	0.9935867225984256	0.003642221870384	1674183	46	46	63	24.97150191018547	0.0193526254953747	0.9821948974514734	1.0	0.0038580829133038	0.9977754452454248	0.9993474720471134		False	34762.0	52.94099879178413	0.5974786419719883	0.9730789064583144	3658	1073	4853	14000	616319	619885	0.9909107313081684	18853	1246504
TOBG_MED-752.fna	1.3915462139830692	0.6831386415562348	0.0020511854590816	2544706	25	25	1	1.380699621202325	0.0008663783052749	0.0274361753381333	0.7073375280746803	0.0	0.9858057493160692	0.9872523883867824		False					991	890	1049	190	22011	22177	0.9817916197726548	1239	44931
